candidate_id,candidate_statement,correctness
144,"zebra can fly, which makes it different from giraffe",No
7974,"kettle can be used for heating items up, which makes it different from cupboard",Yes
5093,"guitar can easily carried around, which makes it different from trombone",No
1271,"plum have (a) single hard pit, which makes it different from pear",Yes
12940,"avocado is a fruit, which makes it different from garlic",Yes
11507,"gun is a firearm, which makes it different from grenade",Yes
8098,"shoes can be found foot, which makes it different from jeans",Yes
3282,"ant is a insect, which makes it different from squirrel",Yes
15275,"clarinet can be used for sound, which makes it different from tuba",No
7189,"knees is a joint, which makes it different from neck",Yes
9773,"bathroom is an enclosed space, which makes it different from floor",Yes
6394,"ankle can be found below waist, which makes it different from forearm",Yes
14516,"skin can be found below the knee, which makes it different from body",Yes
5517,"bolts can be found at an electronics store, which makes it different from hose",No
9343,"tiger is a type of big cat, which makes it different from crocodile",Yes
5750,"clarinet can usually be played  with mouth, which makes it different from banjo",Yes
12982,"buggy can hold more than one person, which makes it different from scooter",Yes
14650,"radio can be used for electronic uses, which makes it different from rock",Yes
4392,"bison have (a) horn, which makes it different from cheetah",Yes
2929,"hare have (a) long ears, which makes it different from otter",Yes
5911,"wasp have (a) wings, which makes it different from flea",Yes
4289,"trombone have (a) tube, which makes it different from saxophone",Yes
9499,"chapel is a religious place, which makes it different from house",Yes
7842,"alligator can live in water, which makes it different from squirrel",Yes
7130,"fingers can be found in your upper body, which makes it different from leg",Yes
2231,"avocado have (a) stone inside, which makes it different from pear",Yes
14727,"mink is living in water, which makes it different from coyote",No
2434,"mackerel have (a) fins, which makes it different from eel",No
5633,"duck is a n animal, which makes it different from potato",Yes
294,"fridge is consuming electricity, which makes it different from sink",Yes
3789,"grenade is a vessel, which makes it different from gun",No
5236,"rifle can be held in a hand, which makes it different from cannon",Yes
6610,"skirt is a typically female clothing item, which makes it different from pants",Yes
9071,"daughter have (a) a blood relation with you, which makes it different from wife",Yes
10507,"stereo can be used for music related entertainment, which makes it different from tape",Yes
15093,"garlic is a fruit, which makes it different from celery",No
13000,"leg can be found on lower body, which makes it different from hand",Yes
981,"cat can be domesticated, which makes it different from elephant",Yes
2589,"bagpipe is a wind instrument, which makes it different from accordion",Yes
10322,"cougar is a type of big cat, which makes it different from buffalo",Yes
6852,"lime is green, which makes it different from olive",No
13977,"neck is on a person's exterior, which makes it different from body",Yes
3364,"elk have (a) hooves, which makes it different from squirrel",Yes
7170,"socks is worn below the waist, which makes it different from shirt",Yes
26,"snail is a crustecean, which makes it different from wasp",Yes
2706,"fan can be found at an electronics store, which makes it different from rock",Yes
11118,"church is a religious place, which makes it different from inn",Yes
11613,"gun can shoot stuff out, which makes it different from barrel",Yes
5298,"avocado have (a) any green on it, which makes it different from garlic",Yes
5475,"elephant can be used for human transport, which makes it different from bison",Yes
6583,"father is a family member, which makes it different from king",Yes
11626,"ankle can be found below the waist, which makes it different from elbow",Yes
9561,"squirrel is part of (a) water, which makes it different from rattlesnake",No
1534,"seagull have (a) large wingspan, which makes it different from buzzard",No
14918,"crocodile can be found in africa, which makes it different from tiger",Yes
1075,"thigh is below the waist, which makes it different from neck",Yes
2924,"microwave can be used for heating items up, which makes it different from dishwasher",Yes
3582,"boots can be used for wearing on your feet, which makes it different from skirt",Yes
2268,"cherry have (a) single hard pit, which makes it different from pear",Yes
8477,"caribou can be used for travel, which makes it different from ox",Yes
6361,"razor have (a) sharp cutting edge, which makes it different from brush",Yes
10527,"tomato is a fruit or vegetable, which makes it different from chicken",Yes
