reference_id,candidate_statement,valid,Remarks
3750,trombone and piano can be discriminated with valve,Valid,
3752,clarinet and trumpet can be discriminated with wood,Valid,
3764,ox and camel can be discriminated with grass,Valid,
3777,brother and prince can be discriminated with sister,Invalid,"I think it's not discriminative, it's just brother is more like sister in concepts"
3787,clarinet and guitar can be discriminated with reeds,Valid,
3791,piano and trombone can be discriminated with black,Valid,
3806,wrist and shoulder can be discriminated with hand,Valid,
3817,squirrel and skunk can be discriminated with nuts,Valid,
3821,son and prince can be discriminated with family,Valid,
3829,tuba and clarinet can be discriminated with gold,Valid,
3839,girlfriend and mother can be discriminated with young,Valid,
3848,sister and princess can be discriminated with family,Valid,
3864,bottle and pot can be discriminated with cork,Valid,
3868,banjo and trumpet can be discriminated with wood,Valid,
3903,seagull and eagle can be discriminated with garbage,Invalid,Only one of the two can eat garbage?
3909,wrist and ankle can be discriminated with hand,Valid,
3915,leg and elbow can be discriminated with long,Valid,
3918,father and prince can be discriminated with worker,Valid,It may not also be the case
3925,pistol and cannon can be discriminated with trigger,Valid,
3930,ant and snail can be discriminated with black,Valid,
3936,goat and cow can be discriminated with climbs,Valid,
