reference_id,candidate_id,reference_statement,candidate_statement,overlap
1904,388,orange and cherry can be discriminated with sections,"orange is a citrus fruit, which makes it different from cherry",No
2010,9357,porcupine and skunk can be discriminated with slow,"porcupine is a rodent, which makes it different from skunk",No
3259,1264,bagpipe and harmonica can be discriminated with plaid,"bagpipe is made of strings, which makes it different from harmonica",No
1914,3380,lamb and tomato can be discriminated with white,"lamb is a n animal, which makes it different from tomato",No
1914,7240,lamb and tomato can be discriminated with white,"lamb is a meat or animal, which makes it different from tomato",No
1914,6931,lamb and tomato can be discriminated with white,"lamb is a animal, which makes it different from tomato",No
1914,6575,lamb and tomato can be discriminated with white,"lamb is furry, which makes it different from tomato",No
3860,2514,frog and cat can be discriminated with flies,"frog is a teeth, which makes it different from cat",No
3860,9438,frog and cat can be discriminated with flies,"frog can be found at the supermarket deli, which makes it different from cat",No
1928,666,alligator and turtle can be discriminated with scales,"alligator is a reptile, which makes it different from turtle",Not Sure
1928,3950,alligator and turtle can be discriminated with scales,"alligator is dangerous, which makes it different from turtle",No
1937,1066,razor and scissors can be discriminated with electrical,"razor can be used for grooming, which makes it different from scissors",No
1944,3658,trout and tuna can be discriminated with scales,"trout is a one syllable word, which makes it different from tuna",No
3373,12736,rabbit and mouse can be discriminated with hops,"rabbit have (a) tail, which makes it different from mouse",No
3373,14077,rabbit and mouse can be discriminated with hops,"rabbit is a common pet, which makes it different from mouse",No
3373,4635,rabbit and mouse can be discriminated with hops,"rabbit is part of (a) jumping, which makes it different from mouse",Yes
3373,14064,rabbit and mouse can be discriminated with hops,"rabbit can jump, which makes it different from mouse",Yes
3373,10041,rabbit and mouse can be discriminated with hops,"rabbit is four-legged, which makes it different from mouse",No
2332,3627,vulture and starling can be discriminated with bald,"vulture have (a) large wing span, which makes it different from starling",No
2332,15323,vulture and starling can be discriminated with bald,"vulture have (a) large wingspan, which makes it different from starling",No
2332,2728,vulture and starling can be discriminated with bald,"vulture is a predator, which makes it different from starling",No
1962,7707,gorilla and giraffe can be discriminated with black,"gorilla is a predator, which makes it different from giraffe",No
1962,7248,gorilla and giraffe can be discriminated with black,"gorilla can walk on 2 feet, which makes it different from giraffe",No
3862,6165,grapefruit and lemon can be discriminated with large,"grapefruit is a red  or orang, which makes it different from lemon",No
2119,14375,pliers and knife can be discriminated with handles,"pliers is a construction tool, which makes it different from knife",No
2119,13702,pliers and knife can be discriminated with handles,"pliers can be found in a toolbox, which makes it different from knife",No
3335,6958,raft and jeep can be discriminated with rubber,"raft can be used for riding on water, which makes it different from jeep",No
3335,15069,raft and jeep can be discriminated with rubber,"raft can be found in water, which makes it different from jeep",No
3335,3857,raft and jeep can be discriminated with rubber,"raft can be used for water, which makes it different from jeep",No
3335,1149,raft and jeep can be discriminated with rubber,"raft is a type of watercraft, which makes it different from jeep",No
1973,12431,frog and butterfly can be discriminated with swims,"frog is four-legged, which makes it different from butterfly",No
1974,14727,mink and coyote can be discriminated with mink,"mink is living in water, which makes it different from coyote",No
1974,3918,mink and coyote can be discriminated with mink,"mink can climb trees, which makes it different from coyote",No
3029,14727,mink and coyote can be discriminated with animals,"mink is living in water, which makes it different from coyote",No
3029,3918,mink and coyote can be discriminated with animals,"mink can climb trees, which makes it different from coyote",No
2928,9867,cat and horse can be discriminated with claws,"cat have (a) fur, which makes it different from horse",No
2928,616,cat and horse can be discriminated with claws,"cat is carnivorous, which makes it different from horse",Not Sure
2928,8508,cat and horse can be discriminated with claws,"cat is a typical pet, which makes it different from horse",No
2928,8459,cat and horse can be discriminated with claws,"cat have (a) paws, which makes it different from horse",Not Sure
2928,4302,cat and horse can be discriminated with claws,"cat is smaller than a desk, which makes it different from horse",No
2928,13067,cat and horse can be discriminated with claws,"cat can be kept inside a bedroom, which makes it different from horse",No
2928,14169,cat and horse can be discriminated with claws,"cat can be used for food products, which makes it different from horse",No
1989,964,sheep and deer can be discriminated with grass,"sheep can be domesticated, which makes it different from deer",No
1989,4883,sheep and deer can be discriminated with grass,"sheep can be used for a source of milk, which makes it different from deer",No
1989,4218,sheep and deer can be discriminated with grass,"sheep can be found jungle, which makes it different from deer",No
1989,566,sheep and deer can be discriminated with grass,"sheep is domesticable (usually), which makes it different from deer",No
1989,10551,sheep and deer can be discriminated with grass,"sheep can be found on a farm, which makes it different from deer",No
1989,7043,sheep and deer can be discriminated with grass,"sheep is fluffy, which makes it different from deer",No
2012,5158,necklace and dress can be discriminated with clasp,"necklace is worn on the neck, which makes it different from dress",No
2012,5086,necklace and dress can be discriminated with clasp,"necklace is a accessory, which makes it different from dress",No
3676,5158,necklace and dress can be discriminated with charm,"necklace is worn on the neck, which makes it different from dress",No
3676,5086,necklace and dress can be discriminated with charm,"necklace is a accessory, which makes it different from dress",Not Sure
2022,13219,rabbit and lamb can be discriminated with carrots,"rabbit is small, which makes it different from lamb",No
3378,13219,rabbit and lamb can be discriminated with ears,"rabbit is small, which makes it different from lamb",No
2811,8384,church and inn can be discriminated with seats,"church is a religion buildings, which makes it different from inn",No
2811,7105,church and inn can be discriminated with seats,"church can be used for religious gathering, which makes it different from inn",No
2811,11118,church and inn can be discriminated with seats,"church is a religious place, which makes it different from inn",No
2811,6730,church and inn can be discriminated with seats,"church is a place of worship, which makes it different from inn",No
2811,11805,church and inn can be discriminated with seats,"church can be used for religious gatherings, which makes it different from inn",No
2811,15336,church and inn can be discriminated with seats,"church can be used for a place of worship, which makes it different from inn",No
2157,5132,canoe and sailboat can be discriminated with fibreglass,"canoe is colored red, which makes it different from sailboat",No
2157,13311,canoe and sailboat can be discriminated with fibreglass,"canoe can be used with paddles, which makes it different from sailboat",No
2031,3337,grenade and pistol can be discriminated with pin,"grenade is a vessel, which makes it different from pistol",No
2441,3641,blender and fridge can be discriminated with blades,"blender can be held in your hand, which makes it different from fridge",No
2441,3511,blender and fridge can be discriminated with blades,"blender can fit a puppy inside, which makes it different from fridge",No
2441,8593,blender and fridge can be discriminated with blades,"blender can be found on a countertop, which makes it different from fridge",No
2441,9996,blender and fridge can be discriminated with blades,"blender can be used for making food, which makes it different from fridge",No
2045,3445,gun and grenade can be discriminated with trigger,"gun can be used in home, which makes it different from grenade",No
2045,11507,gun and grenade can be discriminated with trigger,"gun is a firearm, which makes it different from grenade",No
2045,8733,gun and grenade can be discriminated with trigger,"gun can be used for bullets, which makes it different from grenade",No
2045,5742,gun and grenade can be discriminated with trigger,"gun have (a) finger trigger, which makes it different from grenade",Yes
2045,1855,gun and grenade can be discriminated with trigger,"gun can be used for shooting, which makes it different from grenade",No
2045,3601,gun and grenade can be discriminated with trigger,"gun can blow things up, which makes it different from grenade",No
3433,4091,tuna and chicken can be discriminated with fins,"tuna have (a) fins, which makes it different from chicken",Yes
3433,6278,tuna and chicken can be discriminated with fins,"tuna is a water animal, which makes it different from chicken",No
3433,10771,tuna and chicken can be discriminated with fins,"tuna is a fish, which makes it different from chicken",Yes
3433,2026,tuna and chicken can be discriminated with fins,"tuna can be found at sea, which makes it different from chicken",No
2057,1626,falcon and kite can be discriminated with eyes,"falcon is able to be domesticated, which makes it different from kite",No
2057,5346,falcon and kite can be discriminated with eyes,"falcon can attack others, which makes it different from kite",No
2057,4408,falcon and kite can be discriminated with eyes,"falcon have (a) large wing span, which makes it different from kite",No
2070,9042,celery and onions can be discriminated with stalks,"celery have (a) any green on it, which makes it different from onions",No
2070,1832,celery and onions can be discriminated with stalks,"celery is green (most part), which makes it different from onions",No
2070,338,celery and onions can be discriminated with stalks,"celery is a green food, which makes it different from onions",No
2070,6125,celery and onions can be discriminated with stalks,"celery is green, which makes it different from onions",No
2070,13343,celery and onions can be discriminated with stalks,"celery is a green vegetable, which makes it different from onions",No
2090,212,scarf and coat can be discriminated with colourful,"scarf is worn on the neck, which makes it different from coat",No
2090,6435,scarf and coat can be discriminated with colourful,"scarf is a accessory, which makes it different from coat",No
2105,9278,grapefruit and garlic can be discriminated with round,"grapefruit have (a) usually inedible skin, which makes it different from garlic",No
2105,228,grapefruit and garlic can be discriminated with round,"grapefruit is a red  or orang, which makes it different from garlic",No
2105,13828,grapefruit and garlic can be discriminated with round,"grapefruit can be found on a tree or bush, which makes it different from garlic",No
2105,3057,grapefruit and garlic can be discriminated with round,"grapefruit is a citrus fruit, which makes it different from garlic",No
2105,15415,grapefruit and garlic can be discriminated with round,"grapefruit is a fruit, which makes it different from garlic",No
2111,14278,cherry and avocado can be discriminated with pit,"cherry is a red  or orang, which makes it different from avocado",No
2111,5723,cherry and avocado can be discriminated with pit,"cherry is part of (a) group or bunch, which makes it different from avocado",No
2111,2214,cherry and avocado can be discriminated with pit,"cherry is a fruit, which makes it different from avocado",No
2111,14523,cherry and avocado can be discriminated with pit,"cherry is red, which makes it different from avocado",No
2111,7936,cherry and avocado can be discriminated with pit,"cherry can be eaten in one bite, which makes it different from avocado",No
2111,12439,cherry and avocado can be discriminated with pit,"cherry have (a) edible skin, which makes it different from avocado",No
2111,5893,cherry and avocado can be discriminated with pit,"cherry have (a) (usually) edible skin, which makes it different from avocado",No
2111,6839,cherry and avocado can be discriminated with pit,"cherry can rhyme with ferry, which makes it different from avocado",No
2111,4654,cherry and avocado can be discriminated with pit,"cherry is purple, which makes it different from avocado",No
2111,2257,cherry and avocado can be discriminated with pit,"cherry have (a) edible skin (usually), which makes it different from avocado",No
2111,8028,cherry and avocado can be discriminated with pit,"cherry can be used for smoothies, which makes it different from avocado",No
2123,11978,trumpet and clarinet can be discriminated with gold,"trumpet have (a) start with a t, which makes it different from clarinet",No
2123,10626,trumpet and clarinet can be discriminated with gold,"trumpet is a brass instrument, which makes it different from clarinet",Yes
2123,14283,trumpet and clarinet can be discriminated with gold,"trumpet is made of brass, which makes it different from clarinet",Yes
2629,11978,trumpet and clarinet can be discriminated with valves,"trumpet have (a) start with a t, which makes it different from clarinet",No
2629,10626,trumpet and clarinet can be discriminated with valves,"trumpet is a brass instrument, which makes it different from clarinet",No
2629,14283,trumpet and clarinet can be discriminated with valves,"trumpet is made of brass, which makes it different from clarinet",No
2128,6323,caterpillar and worm can be discriminated with colourful,"caterpillar can fly, which makes it different from worm",No
2128,14029,caterpillar and worm can be discriminated with colourful,"caterpillar have (a) legs, six or more, which makes it different from worm",No
2977,6011,elephant and dog can be discriminated with trunk,"elephant can be used for human transport, which makes it different from dog",No
2977,13141,elephant and dog can be discriminated with trunk,"elephant is a teeth, which makes it different from dog",No
2977,10237,elephant and dog can be discriminated with trunk,"elephant can be used for riding, which makes it different from dog",No
2737,6011,elephant and dog can be discriminated with peanuts,"elephant can be used for human transport, which makes it different from dog",No
2737,13141,elephant and dog can be discriminated with peanuts,"elephant is a teeth, which makes it different from dog",No
2737,10237,elephant and dog can be discriminated with peanuts,"elephant can be used for riding, which makes it different from dog",No
2134,5063,sink and cupboard can be discriminated with drain,"sink is made of /mostly made of metal, which makes it different from cupboard",No
2134,10646,sink and cupboard can be discriminated with drain,"sink can hold water, which makes it different from cupboard",Yes
2134,12908,sink and cupboard can be discriminated with drain,"sink can be plumbed in, which makes it different from cupboard",Yes
2145,668,sheep and bison can be discriminated with grass,"sheep can be found on a farm, which makes it different from bison",No
2145,5564,sheep and bison can be discriminated with grass,"sheep can be domesticated, which makes it different from bison",No
2145,6312,sheep and bison can be discriminated with grass,"sheep is a teeth, which makes it different from bison",No
2145,10538,sheep and bison can be discriminated with grass,"sheep is domesticable (usually), which makes it different from bison",No
2148,3789,grenade and gun can be discriminated with pin,"grenade is a vessel, which makes it different from gun",No
2156,12608,bag and pants can be discriminated with handles,"bag can be found on your upper torso, which makes it different from pants",No
2893,11837,boy and woman can be discriminated with young,"boy have (a) the color brown in it, which makes it different from woman",No
2893,4668,boy and woman can be discriminated with young,"boy is a male, which makes it different from woman",No
2893,5804,boy and woman can be discriminated with young,"boy is male, which makes it different from woman",No
2893,7725,boy and woman can be discriminated with young,"boy is steel, which makes it different from woman",No
3786,14330,raccoon and beaver can be discriminated with garbage,"raccoon is originated from north america, which makes it different from beaver",No
3450,11909,paintbrush and scissors can be discriminated with sizes,"paintbrush can writing, which makes it different from scissors",No
3450,7594,paintbrush and scissors can be discriminated with sizes,"paintbrush can be used for writing/drawing, which makes it different from scissors",No
3450,5724,paintbrush and scissors can be discriminated with sizes,"paintbrush can be used for brushing, which makes it different from scissors",No
3450,1307,paintbrush and scissors can be discriminated with sizes,"paintbrush can be used for writing, which makes it different from scissors",No
3450,11872,paintbrush and scissors can be discriminated with sizes,"paintbrush can be used for painting, which makes it different from scissors",No
2167,10790,tuna and cod can be discriminated with large,"tuna can come in a tin, which makes it different from cod",No
3384,1421,piano and harp can be discriminated with ivory,"piano have (a) ivory keys, which makes it different from harp",Yes
3535,3882,eagle and sparrow can be discriminated with claws,"eagle have (a) large wing span, which makes it different from sparrow",No
3535,10573,eagle and sparrow can be discriminated with claws,"eagle is a predator, which makes it different from sparrow",No
3535,7228,eagle and sparrow can be discriminated with claws,"eagle have (a) large wingspan, which makes it different from sparrow",No
2177,1572,tomato and olive can be discriminated with seeds,"tomato have (a) seeds, which makes it different from olive",Yes
2177,14004,tomato and olive can be discriminated with seeds,"tomato is a fruit, which makes it different from olive",No
3088,2285,blender and freezer can be discriminated with container,"blender can be plugged in, which makes it different from freezer",No
3088,2312,blender and freezer can be discriminated with container,"blender can be used for making food, which makes it different from freezer",Yes
3088,4674,blender and freezer can be discriminated with container,"blender can be found on a countertop, which makes it different from freezer",No
2178,2285,blender and freezer can be discriminated with blades,"blender can be plugged in, which makes it different from freezer",No
2178,2312,blender and freezer can be discriminated with blades,"blender can be used for making food, which makes it different from freezer",No
2178,4674,blender and freezer can be discriminated with blades,"blender can be found on a countertop, which makes it different from freezer",No
2185,9039,sink and toilet can be discriminated with enamel,"sink is made of /mostly made of metal, which makes it different from toilet",No
2185,461,sink and toilet can be discriminated with enamel,"sink can be found on a countertop, which makes it different from toilet",No
2185,5262,sink and toilet can be discriminated with enamel,"sink is a appliance in the kitchen, which makes it different from toilet",No
2191,11877,prune and plum can be discriminated with dried,"prune can be eaten in one bite, which makes it different from plum",No
2191,11029,prune and plum can be discriminated with dried,"prune is part of (a) group or bunch, which makes it different from plum",No
2201,878,neck and nose can be discriminated with wide,"neck can be found below mouth, which makes it different from nose",No
2211,5845,dog and elephant can be discriminated with cats,"dog can be domesticated, which makes it different from elephant",Not Sure
2211,1714,dog and elephant can be discriminated with cats,"dog have (a) fur, which makes it different from elephant",No
2211,3452,dog and elephant can be discriminated with cats,"dog is carnivorous, which makes it different from elephant",No
2211,13438,dog and elephant can be discriminated with cats,"dog have (a)  mane (hair on it), which makes it different from elephant",No
2211,14507,dog and elephant can be discriminated with cats,"dog is domesticable (usually), which makes it different from elephant",Not Sure
2211,6317,dog and elephant can be discriminated with cats,"dog is fluffy, which makes it different from elephant",No
3025,2559,rabbit and dog can be discriminated with hops,"rabbit is a teeth, which makes it different from dog",No
3025,8003,rabbit and dog can be discriminated with hops,"rabbit can be found at the supermarket deli, which makes it different from dog",No
2220,3515,mink and deer can be discriminated with animals,"mink is living in water, which makes it different from deer",No
3649,7492,onions and beans can be discriminated with bulbs,"onions is needs peeling, which makes it different from beans",No
3649,2018,onions and beans can be discriminated with bulbs,"onions is yellow or orange, which makes it different from beans",No
3649,11147,onions and beans can be discriminated with bulbs,"onions can be used for flavoring/condimenting dishes (usually), which makes it different from beans",No
2232,13890,lemon and celery can be discriminated with oval,"lemon is a fruit, which makes it different from celery",No
2238,1656,kettle and pot can be discriminated with electrical,"kettle is made of metal, which makes it different from pot",No
2238,9844,kettle and pot can be discriminated with electrical,"kettle have (a) handle, which makes it different from pot",No
2399,10870,olive and pepper can be discriminated with pit,"olive is green, which makes it different from pepper",No
2399,4292,olive and pepper can be discriminated with pit,"olive is a fruit, which makes it different from pepper",No
2879,9444,saxophone and banjo can be discriminated with reeds,"saxophone can be played with mouth, which makes it different from banjo",Not Sure
2879,9442,saxophone and banjo can be discriminated with reeds,"saxophone can usually be played  with mouth, which makes it different from banjo",Not Sure
2879,2126,saxophone and banjo can be discriminated with reeds,"saxophone can be blown into, which makes it different from banjo",Not Sure
2879,3186,saxophone and banjo can be discriminated with reeds,"saxophone is a brass instrument, which makes it different from banjo",No
2879,1557,saxophone and banjo can be discriminated with reeds,"saxophone is a wind instrument, which makes it different from banjo",No
2242,4314,piano and saxophone can be discriminated with wood,"piano can be used for sound, which makes it different from saxophone",No
2242,10914,piano and saxophone can be discriminated with wood,"piano have (a) keyboard, which makes it different from saxophone",No
2242,7051,piano and saxophone can be discriminated with wood,"piano is made of strings, which makes it different from saxophone",No
3126,13068,rabbit and coyote can be discriminated with carrots,"rabbit have (a) long ears, which makes it different from coyote",No
3126,12275,rabbit and coyote can be discriminated with carrots,"rabbit have (a) long ear, which makes it different from coyote",No
3126,1517,rabbit and coyote can be discriminated with carrots,"rabbit is a herbivore, which makes it different from coyote",Not Sure
2255,4379,pear and coconut can be discriminated with yellow,"pear is a physical fruit or veg, which makes it different from coconut",No
3431,5138,eagle and pelican can be discriminated with claws,"eagle is a alive, which makes it different from pelican",No
3431,2760,eagle and pelican can be discriminated with claws,"eagle is a bird of prey, which makes it different from pelican",Not Sure
3431,13011,eagle and pelican can be discriminated with claws,"eagle can attack others, which makes it different from pelican",Not Sure
2267,6108,garlic and beans can be discriminated with bulbs,"garlic is a purple vegetable, which makes it different from beans",No
2267,9813,garlic and beans can be discriminated with bulbs,"garlic is needs peeling, which makes it different from beans",Not Sure
2267,2445,garlic and beans can be discriminated with bulbs,"garlic can be used for flavoring/condimenting dishes (usually), which makes it different from beans",No
2267,5096,garlic and beans can be discriminated with bulbs,"garlic is a fruit, which makes it different from beans",No
2963,2333,orange and banana can be discriminated with seeds,"orange is a red  or orang, which makes it different from banana",No
2963,1130,orange and banana can be discriminated with seeds,"orange is a citrus fruit, which makes it different from banana",No
2280,8876,eel and crab can be discriminated with electrical,"eel is a fish, which makes it different from crab",No
2280,6376,eel and crab can be discriminated with electrical,"eel have (a) fins, which makes it different from crab",No
2286,6472,raccoon and porcupine can be discriminated with mask,"raccoon can be held, which makes it different from porcupine",No
2286,11390,raccoon and porcupine can be discriminated with mask,"raccoon have (a) hair/fur, which makes it different from porcupine",No
2286,10403,raccoon and porcupine can be discriminated with mask,"raccoon is originated from north america, which makes it different from porcupine",No
3853,573,balloon and boat can be discriminated with expands,"balloon can be found in the air, which makes it different from boat",No
3853,9412,balloon and boat can be discriminated with expands,"balloon have (a) the ability to fly, which makes it different from boat",No
3807,231,shirt and dress can be discriminated with pockets,"shirt have (a) sleeves, which makes it different from dress",No
2308,1267,corn and tomato can be discriminated with yellow,"corn is a vegetable, which makes it different from tomato",No
2843,4607,wasp and cockroach can be discriminated with stinger,"wasp have (a) wings, which makes it different from cockroach",No
2609,13554,orange and lime can be discriminated with sections,"orange can be used as a color, which makes it different from lime",No
2319,10772,ceiling and floor can be discriminated with high,"ceiling can be found above your head, which makes it different from floor",Not Sure
2319,475,ceiling and floor can be discriminated with high,"ceiling is part of (a) room, which makes it different from floor",No
2319,5900,ceiling and floor can be discriminated with high,"ceiling can let in air, which makes it different from floor",No
2319,4282,ceiling and floor can be discriminated with high,"ceiling can be found above your head in general, which makes it different from floor",Not Sure
3876,10772,ceiling and floor can be discriminated with lights,"ceiling can be found above your head, which makes it different from floor",No
3876,475,ceiling and floor can be discriminated with lights,"ceiling is part of (a) room, which makes it different from floor",No
3876,5900,ceiling and floor can be discriminated with lights,"ceiling can let in air, which makes it different from floor",No
3876,4282,ceiling and floor can be discriminated with lights,"ceiling can be found above your head in general, which makes it different from floor",No
2962,8150,door and curtains can be discriminated with rectangular,"door is part of (a) the entrance to a room, which makes it different from curtains",No
2962,9990,door and curtains can be discriminated with rectangular,"door is made of wood typically, which makes it different from curtains",No
2962,5945,door and curtains can be discriminated with rectangular,"door is made of wood, which makes it different from curtains",No
3790,12191,parakeet and starling can be discriminated with seeds,"parakeet can be a household pet, which makes it different from starling",No
2785,687,mixer and tap can be discriminated with bowls,"mixer is a related to music, which makes it different from tap",No
2785,2615,mixer and tap can be discriminated with bowls,"mixer can be used for electronic uses, which makes it different from tap",No
2785,8883,mixer and tap can be discriminated with bowls,"mixer is a electronic device, which makes it different from tap",No
2785,9321,mixer and tap can be discriminated with bowls,"mixer can consume electricity, which makes it different from tap",No
2785,13062,mixer and tap can be discriminated with bowls,"mixer have (a) string or line, which makes it different from tap",No
2785,2502,mixer and tap can be discriminated with bowls,"mixer can be found at an electronics store, which makes it different from tap",No
2785,7586,mixer and tap can be discriminated with bowls,"mixer can make sound, which makes it different from tap",No
2785,4943,mixer and tap can be discriminated with bowls,"mixer can be used for music related entertainment, which makes it different from tap",No
2344,687,mixer and tap can be discriminated with electrical,"mixer is a related to music, which makes it different from tap",No
2344,2615,mixer and tap can be discriminated with electrical,"mixer can be used for electronic uses, which makes it different from tap",Yes
2344,8883,mixer and tap can be discriminated with electrical,"mixer is a electronic device, which makes it different from tap",Yes
2344,9321,mixer and tap can be discriminated with electrical,"mixer can consume electricity, which makes it different from tap",Yes
2344,13062,mixer and tap can be discriminated with electrical,"mixer have (a) string or line, which makes it different from tap",No
2344,2502,mixer and tap can be discriminated with electrical,"mixer can be found at an electronics store, which makes it different from tap",Yes
2344,7586,mixer and tap can be discriminated with electrical,"mixer can make sound, which makes it different from tap",No
2344,4943,mixer and tap can be discriminated with electrical,"mixer can be used for music related entertainment, which makes it different from tap",No
2349,12177,leopard and bison can be discriminated with spots,"leopard is a predator, which makes it different from bison",No
2349,7642,leopard and bison can be discriminated with spots,"leopard is a type of cat, which makes it different from bison",No
2349,9402,leopard and bison can be discriminated with spots,"leopard is a type of big cat, which makes it different from bison",No
2352,14947,aunt and wife can be discriminated with uncle,"aunt have (a) blood relationship with you, which makes it different from wife",No
2352,7034,aunt and wife can be discriminated with uncle,"aunt is a sibling, which makes it different from wife",No
2352,4752,aunt and wife can be discriminated with uncle,"aunt is a family member, which makes it different from wife",Not Sure
2352,8787,aunt and wife can be discriminated with uncle,"aunt have (a) a blood relation with you, which makes it different from wife",No
2352,11482,aunt and wife can be discriminated with uncle,"aunt is a immediate relation with you, which makes it different from wife",No
2352,4371,aunt and wife can be discriminated with uncle,"aunt have (a) blood relation with you, which makes it different from wife",No
3710,12910,flute and trombone can be discriminated with thin,"flute have (a) reed to make it work, which makes it different from trombone",No
3710,636,flute and trombone can be discriminated with thin,"flute have (a) valves, which makes it different from trombone",No
2373,3436,cherry and olive can be discriminated with stem,"cherry have (a) eatable shell or peel, which makes it different from olive",No
2373,12019,cherry and olive can be discriminated with stem,"cherry is a fruit, which makes it different from olive",No
2385,9892,sauce and steak can be discriminated with liquid,"sauce is a liquid, which makes it different from steak",Yes
2385,7465,sauce and steak can be discriminated with liquid,"sauce is a liquid, which makes it different from steak",Yes
2394,8524,mother and princess can be discriminated with son,"mother is a direct or immediate relation, which makes it different from princess",Yes
2394,9034,mother and princess can be discriminated with son,"mother have (a) multiple people pictured, which makes it different from princess",No
2394,14454,mother and princess can be discriminated with son,"mother is a direct relation, which makes it different from princess",Yes
2394,7669,mother and princess can be discriminated with son,"mother have (a) blood relationship with you, which makes it different from princess",Yes
2394,13365,mother and princess can be discriminated with son,"mother is part of (a) your family, which makes it different from princess",Yes
2394,747,mother and princess can be discriminated with son,"mother is a family member, which makes it different from princess",Yes
2394,2347,mother and princess can be discriminated with son,"mother have (a) blood relation with you, which makes it different from princess",Yes
2394,1763,mother and princess can be discriminated with son,"mother is part of (a) close blood relative, which makes it different from princess",Yes
3174,12994,parakeet and pigeon can be discriminated with colourful,"parakeet can be a household pet, which makes it different from pigeon",No
2418,14493,trumpet and accordion can be discriminated with shiny,"trumpet is a brass instrument, which makes it different from accordion",No
2418,9243,trumpet and accordion can be discriminated with shiny,"trumpet can usually be played  with mouth, which makes it different from accordion",No
2418,11956,trumpet and accordion can be discriminated with shiny,"trumpet is a wind instrument, which makes it different from accordion",No
2422,6106,banana and avocado can be discriminated with yellow,"banana is yellow, which makes it different from avocado",Yes
2422,5042,banana and avocado can be discriminated with yellow,"banana is a long fruit, which makes it different from avocado",No
2422,8564,banana and avocado can be discriminated with yellow,"banana is part of (a) group or bunch, which makes it different from avocado",No
2422,6150,banana and avocado can be discriminated with yellow,"banana is a fruit, which makes it different from avocado",No
2422,15356,banana and avocado can be discriminated with yellow,"banana is usually in color yellow, which makes it different from avocado",Yes
2422,11883,banana and avocado can be discriminated with yellow,"banana can be used for smoothies, which makes it different from avocado",No
2438,13241,rabbit and mink can be discriminated with ears,"rabbit have (a) big ears, which makes it different from mink",Yes
2438,5155,rabbit and mink can be discriminated with ears,"rabbit is a herbivore, which makes it different from mink",No
2438,8419,rabbit and mink can be discriminated with ears,"rabbit have (a) long ears, which makes it different from mink",Yes
2438,11748,rabbit and mink can be discriminated with ears,"rabbit is a animal with long ears, which makes it different from mink",Yes
2438,10795,rabbit and mink can be discriminated with ears,"rabbit can be held, which makes it different from mink",No
2438,14573,rabbit and mink can be discriminated with ears,"rabbit can be found underground, which makes it different from mink",No
3590,12070,sofa and curtains can be discriminated with cushions,"sofa can be sat on, which makes it different from curtains",No
3590,3268,sofa and curtains can be discriminated with cushions,"sofa can be used to sleep, which makes it different from curtains",No
3590,3691,sofa and curtains can be discriminated with cushions,"sofa is made of wood, which makes it different from curtains",No
3590,6375,sofa and curtains can be discriminated with cushions,"sofa have (a) largest dimension parallel to floor, which makes it different from curtains",No
3590,8184,sofa and curtains can be discriminated with cushions,"sofa is placed horizontally (longest dimension), which makes it different from curtains",No
2461,8307,inn and cottage can be discriminated with beds,"inn is a public building (typically), which makes it different from cottage",No
2461,2868,inn and cottage can be discriminated with beds,"inn is typically a rentable location, which makes it different from cottage",No
2461,10017,inn and cottage can be discriminated with beds,"inn is made of concrete, which makes it different from cottage",No
2462,9970,beans and onions can be discriminated with pods,"beans can be used for meat replacement, which makes it different from onions",No
2467,5100,sister and mother can be discriminated with brother,"sister is a sibling, which makes it different from mother",Yes
2469,7126,ladle and colander can be discriminated with handle,"ladle can be held in your hand, which makes it different from colander",Yes
2469,5247,ladle and colander can be discriminated with handle,"ladle can be used for transferring liquids, which makes it different from colander",No
2469,10134,ladle and colander can be discriminated with handle,"ladle can scoop things, which makes it different from colander",No
2469,14071,ladle and colander can be discriminated with handle,"ladle can hold water, which makes it different from colander",No
2484,12985,pants and blouse can be discriminated with materials,"pants can be found on lower body, which makes it different from blouse",No
2484,12748,pants and blouse can be discriminated with materials,"pants is worn below the waist, which makes it different from blouse",No
2484,13222,pants and blouse can be discriminated with materials,"pants is a worn on the lower body, which makes it different from blouse",No
2484,8449,pants and blouse can be discriminated with materials,"pants is worn on the bottom half, which makes it different from blouse",No
2484,5196,pants and blouse can be discriminated with materials,"pants can be used for covering legs, which makes it different from blouse",No
2484,96,pants and blouse can be discriminated with materials,"pants is part of (a) lower waistline, which makes it different from blouse",No
2491,9582,catfish and salmon can be discriminated with garbage,"catfish have (a) name beginning with c, which makes it different from salmon",No
2491,10434,catfish and salmon can be discriminated with garbage,"catfish is a name begging with c, which makes it different from salmon",No
2497,2980,sister and aunt can be discriminated with young,"sister is part of (a) close blood relative, which makes it different from aunt",No
2497,7577,sister and aunt can be discriminated with young,"sister is a direct relation, which makes it different from aunt",No
2497,4788,sister and aunt can be discriminated with young,"sister is a direct or immediate relation, which makes it different from aunt",No
2728,6254,helicopter and ship can be discriminated with flies,"helicopter can be found in the air, which makes it different from ship",Yes
2728,2040,helicopter and ship can be discriminated with flies,"helicopter have (a) the ability to fly, which makes it different from ship",Yes
2728,14685,helicopter and ship can be discriminated with flies,"helicopter can fly, which makes it different from ship",Yes
2514,14038,squirrel and hare can be discriminated with nuts,"squirrel can be found water usually, which makes it different from hare",No
