ID,question,concept,candidate_statement,SimCSE_score,usefulness
f2d27508d39eb7227b7ec6a750172342|B|c|3,Where is a good place to find a plate in the home?,table,table can be found in a house,0.786,No
f2d27508d39eb7227b7ec6a750172342|B|c|4,Where is a good place to find a plate in the home?,table,table can be found home,0.7853,No
f2d27508d39eb7227b7ec6a750172342|C|c|0,Where is a good place to find a plate in the home?,dishwasher,dishwasher can be found inside a house,0.7734,No
f2d27508d39eb7227b7ec6a750172342|C|c|1,Where is a good place to find a plate in the home?,dishwasher,dishwasher can be used for storage,0.7625,No
f2d27508d39eb7227b7ec6a750172342|E|c|0,Where is a good place to find a plate in the home?,restaurant,restaurant can be used for storing things inside,0.6404,No
f2d27508d39eb7227b7ec6a750172342|E|c|2,Where is a good place to find a plate in the home?,restaurant,restaurant can be used for serving food,0.5968,No
f2d27508d39eb7227b7ec6a750172342|E|c|3,Where is a good place to find a plate in the home?,restaurant,restaurant is related to eating,0.5962,No
a161390ea4416be717334f08d350d1c4|B|c|0,What meal usually has carrots and mostly leafy vegetables?,salad,salad is a food,0.8094,No
a161390ea4416be717334f08d350d1c4|B|c|1,What meal usually has carrots and mostly leafy vegetables?,salad,salad can be used for healthy eating,0.8069,Yes
a161390ea4416be717334f08d350d1c4|C|c|0,What meal usually has carrots and mostly leafy vegetables?,store,store can be used for purchasing edible items,0.5081,No
a161390ea4416be717334f08d350d1c4|D|c|0,What meal usually has carrots and mostly leafy vegetables?,refrigerator,refrigerator can be used for storing food,0.5971,No
a161390ea4416be717334f08d350d1c4|D|c|1,What meal usually has carrots and mostly leafy vegetables?,refrigerator,refrigerator have (a) store edible items,0.5933,No
a161390ea4416be717334f08d350d1c4|E|c|0,What meal usually has carrots and mostly leafy vegetables?,soup,soup is a food,0.6875,No
a161390ea4416be717334f08d350d1c4|E|c|1,What meal usually has carrots and mostly leafy vegetables?,soup,soup can be used for eating or drinking,0.6801,No
a161390ea4416be717334f08d350d1c4|E|c|2,What meal usually has carrots and mostly leafy vegetables?,soup,soup can be eaten,0.6702,No
2f8bb48959e8a14abc77db8fdb22ee79|A|c|0,What is a fairly new way to access information?,book,book can be used for reading,0.6954,No
2f8bb48959e8a14abc77db8fdb22ee79|A|c|1,What is a fairly new way to access information?,book,book can be used for studying,0.6535,No
2f8bb48959e8a14abc77db8fdb22ee79|A|c|2,What is a fairly new way to access information?,book,book is related to studying,0.6512,No
2f8bb48959e8a14abc77db8fdb22ee79|B|c|1,What is a fairly new way to access information?,internet,internet can be used for news,0.74,Yes
2f8bb48959e8a14abc77db8fdb22ee79|C|c|0,What is a fairly new way to access information?,manual,manual can be used for reading,0.6652,No
2f8bb48959e8a14abc77db8fdb22ee79|C|c|3,What is a fairly new way to access information?,manual,manual can be used for viewing/reading,0.6458,No
2f8bb48959e8a14abc77db8fdb22ee79|C|c|4,What is a fairly new way to access information?,manual,manual is a necessity for education,0.6413,No
2f8bb48959e8a14abc77db8fdb22ee79|D|c|1,What is a fairly new way to access information?,library,library can be used for education,0.7337,No
2f8bb48959e8a14abc77db8fdb22ee79|D|c|2,What is a fairly new way to access information?,library,library can be used for reading and borrowing reading materials,0.7184,No
2f8bb48959e8a14abc77db8fdb22ee79|D|c|4,What is a fairly new way to access information?,library,library can be used for reading and studying,0.6911,No
2f8bb48959e8a14abc77db8fdb22ee79|E|c|0,What is a fairly new way to access information?,manual,manual can be used for reading,0.6652,No
2f8bb48959e8a14abc77db8fdb22ee79|E|c|3,What is a fairly new way to access information?,manual,manual can be used for viewing/reading,0.6458,No
2f8bb48959e8a14abc77db8fdb22ee79|E|c|4,What is a fairly new way to access information?,manual,manual is a necessity for education,0.6413,No
046035a15dcf4f25c5a55706ad8829d6|B|c|0,What North American country really likes watching matches on a soccer field?,canada,canada is a country,0.5456,Yes
046035a15dcf4f25c5a55706ad8829d6|B|c|1,What North American country really likes watching matches on a soccer field?,canada,canada is a nation,0.5295,No
046035a15dcf4f25c5a55706ad8829d6|B|c|2,What North American country really likes watching matches on a soccer field?,canada,canada can be found in north america,0.5275,Yes
046035a15dcf4f25c5a55706ad8829d6|D|c|0,What North American country really likes watching matches on a soccer field?,mexico,mexico is a country,0.6023,Yes
046035a15dcf4f25c5a55706ad8829d6|D|c|1,What North American country really likes watching matches on a soccer field?,mexico,mexico is a nation,0.5642,No
e8fdd4c5b2f996b8bcb9e638e9c7b294|A|c|1,Where could you see a bone?,museum,museum is a place to store items,0.6627,No
e8fdd4c5b2f996b8bcb9e638e9c7b294|A|c|2,Where could you see a bone?,museum,museum can be used for storing historical artifacts,0.6447,Yes
ba2e9757ebaf22d330713683d8416417|A|c|0,This country spans the entire breadth of the landmass.  What is it called?,america,america is part of (a) the continent,0.7662,No
ba2e9757ebaf22d330713683d8416417|B|c|1,This country spans the entire breadth of the landmass.  What is it called?,ocean,ocean is not a country or state,0.6072,No
ba2e9757ebaf22d330713683d8416417|B|c|2,This country spans the entire breadth of the landmass.  What is it called?,ocean,ocean is not a continent,0.5987,No
ba2e9757ebaf22d330713683d8416417|B|c|3,This country spans the entire breadth of the landmass.  What is it called?,ocean,ocean is not part of (a) the continent,0.5857,No
ba2e9757ebaf22d330713683d8416417|C|c|0,This country spans the entire breadth of the landmass.  What is it called?,africa,africa is a continent,0.8734,No
ba2e9757ebaf22d330713683d8416417|C|c|1,This country spans the entire breadth of the landmass.  What is it called?,africa,africa is part of (a) the continent,0.8269,No
e16fb005d5428c29dbfddd0862014d4b|A|c|0,"Where would you put silverware once they've dried, but you're not ready to use them.",table,table can be used for storing items,0.5444,No
e16fb005d5428c29dbfddd0862014d4b|A|c|2,"Where would you put silverware once they've dried, but you're not ready to use them.",table,table is a place to store items,0.5263,No
e16fb005d5428c29dbfddd0862014d4b|A|c|3,"Where would you put silverware once they've dried, but you're not ready to use them.",table,table can be used for storage,0.5254,No
e16fb005d5428c29dbfddd0862014d4b|C|c|0,"Where would you put silverware once they've dried, but you're not ready to use them.",cupboard,cupboard can be used for storage,0.5734,No
e16fb005d5428c29dbfddd0862014d4b|C|c|1,"Where would you put silverware once they've dried, but you're not ready to use them.",cupboard,cupboard is a place to store items,0.5582,No
e16fb005d5428c29dbfddd0862014d4b|D|c|0,"Where would you put silverware once they've dried, but you're not ready to use them.",kitchen,kitchen is a place to store items,0.5433,No
e16fb005d5428c29dbfddd0862014d4b|D|c|1,"Where would you put silverware once they've dried, but you're not ready to use them.",kitchen,kitchen can be used for storing edible things,0.5134,No
ad30d9472083bc070d092c945be6cf4d|B|c|1,Where would you buy alcohol from a person who will also bring things to eat?,party,party is associated with drinking,0.5783,Yes
ad30d9472083bc070d092c945be6cf4d|C|c|0,Where would you buy alcohol from a person who will also bring things to eat?,restaurants,restaurants can be used for ordering food and drink,0.7461,Yes
ad30d9472083bc070d092c945be6cf4d|C|c|1,Where would you buy alcohol from a person who will also bring things to eat?,restaurants,restaurants can be used for eating or drinking,0.7017,No
ad30d9472083bc070d092c945be6cf4d|C|c|3,Where would you buy alcohol from a person who will also bring things to eat?,restaurants,restaurants is associated with drinking,0.6661,Yes
ad30d9472083bc070d092c945be6cf4d|D|c|0,Where would you buy alcohol from a person who will also bring things to eat?,supermarket,supermarket can be used for ordering food and drink,0.6716,Yes
ad30d9472083bc070d092c945be6cf4d|D|c|1,Where would you buy alcohol from a person who will also bring things to eat?,supermarket,supermarket is part of (a) food and drink,0.6554,No
ad30d9472083bc070d092c945be6cf4d|D|c|2,Where would you buy alcohol from a person who will also bring things to eat?,supermarket,supermarket can be used for purchasing edible items,0.6328,No
ad30d9472083bc070d092c945be6cf4d|D|c|3,Where would you buy alcohol from a person who will also bring things to eat?,supermarket,supermarket have (a) edible items for sale,0.631,No
ad30d9472083bc070d092c945be6cf4d|D|c|4,Where would you buy alcohol from a person who will also bring things to eat?,supermarket,supermarket can be used for buying food,0.6087,No
92a489d5095fbd1be4acdd1e504f735d|D|c|0,where would a good newspaper boy put a paper in the rain?,roof,roof can get wet from the rain,0.5458,Yes
c713ccfe2275406fd5e23305a112cc4c|A|c|0,Where would someone find it odd to discover bread?,dinner,dinner is a meal,0.5663,Yes
c713ccfe2275406fd5e23305a112cc4c|A|c|1,Where would someone find it odd to discover bread?,dinner,dinner is made of food,0.5605,Yes
c713ccfe2275406fd5e23305a112cc4c|A|c|3,Where would someone find it odd to discover bread?,dinner,dinner can be used for eating,0.5486,No
c713ccfe2275406fd5e23305a112cc4c|A|c|4,Where would someone find it odd to discover bread?,dinner,dinner is part of (a) food and drink,0.5389,No
c713ccfe2275406fd5e23305a112cc4c|B|c|2,Where would someone find it odd to discover bread?,supermarket,supermarket is a place you buy food,0.5206,Yes
c713ccfe2275406fd5e23305a112cc4c|B|c|3,Where would someone find it odd to discover bread?,supermarket,supermarket have (a) edible items for sale,0.5167,Yes
c713ccfe2275406fd5e23305a112cc4c|C|c|1,Where would someone find it odd to discover bread?,refrigerator,refrigerator have (a) store edible items,0.5563,Yes
c713ccfe2275406fd5e23305a112cc4c|C|c|3,Where would someone find it odd to discover bread?,refrigerator,refrigerator is part of (a) food and drink,0.5276,No
002c665906ef8929d3ed679bbd16db5d|C|c|2,What is likely the result of remembering a deceased friend?,crying,crying is a negative emotion or feeling,0.6431,No
002c665906ef8929d3ed679bbd16db5d|C|c|3,What is likely the result of remembering a deceased friend?,crying,crying is caused by physical reason,0.6425,No
002c665906ef8929d3ed679bbd16db5d|C|c|4,What is likely the result of remembering a deceased friend?,crying,crying is not a negative feeling,0.6348,No
002c665906ef8929d3ed679bbd16db5d|E|c|0,What is likely the result of remembering a deceased friend?,trauma,trauma is a negative emotion or feeling,0.6952,No
002c665906ef8929d3ed679bbd16db5d|E|c|1,What is likely the result of remembering a deceased friend?,trauma,trauma is a negative feeling,0.6567,No
002c665906ef8929d3ed679bbd16db5d|E|c|2,What is likely the result of remembering a deceased friend?,trauma,trauma is not typically positive,0.6148,No
002c665906ef8929d3ed679bbd16db5d|E|c|3,What is likely the result of remembering a deceased friend?,trauma,trauma is not a positive thing,0.611,No
002c665906ef8929d3ed679bbd16db5d|E|c|4,What is likely the result of remembering a deceased friend?,trauma,trauma is seen as a negative,0.5963,No
43954012b88961deba3f9da2b0695ee1|D|c|4,What does one watch garbage reality shows on?,television,television is a part media,0.6034,No
43954012b88961deba3f9da2b0695ee1|E|c|2,What does one watch garbage reality shows on?,microwave,microwave is not a form of entertainment,0.5129,No
308b1c17a0dc5273d442dba191789de7|A|c|3,Where would you put a folding chair if you do not plan to use it and you do not have any large doors in your house?,roof,roof can not be found in your room,0.5015,No
db0df427cf8dcdf84bc5b3c7f08ce8cc|A|c|1,What dwelling might one take a bowl to after buying it?,restaurant,restaurant can be purchased or bought,0.6141,No
db0df427cf8dcdf84bc5b3c7f08ce8cc|A|c|2,What dwelling might one take a bowl to after buying it?,restaurant,restaurant can be used for eating or drinking in,0.589,No
db0df427cf8dcdf84bc5b3c7f08ce8cc|A|c|4,What dwelling might one take a bowl to after buying it?,restaurant,restaurant is related to eating,0.5847,No
db0df427cf8dcdf84bc5b3c7f08ce8cc|C|c|2,What dwelling might one take a bowl to after buying it?,apartment,apartment is a home,0.5842,No
db0df427cf8dcdf84bc5b3c7f08ce8cc|D|c|0,What dwelling might one take a bowl to after buying it?,cupboard,cupboard can be found in  a residence,0.6286,No
db0df427cf8dcdf84bc5b3c7f08ce8cc|E|c|0,What dwelling might one take a bowl to after buying it?,refrigerator,refrigerator can be used for eating or drinking,0.6819,No
db0df427cf8dcdf84bc5b3c7f08ce8cc|E|c|3,What dwelling might one take a bowl to after buying it?,refrigerator,refrigerator can be used for storing food,0.671,No
335c4e8dde98002738f6bdc9abad6d32|A|c|0,What would happen if you are sleeping well?,sweat,sweat can not be found usually in a bed,0.6511,No
335c4e8dde98002738f6bdc9abad6d32|B|c|0,What would happen if you are sleeping well?,nightmares,nightmares is related to sleep,0.8429,Yes
335c4e8dde98002738f6bdc9abad6d32|B|c|1,What would happen if you are sleeping well?,nightmares,nightmares is not a positive thing,0.8047,No
335c4e8dde98002738f6bdc9abad6d32|B|c|2,What would happen if you are sleeping well?,nightmares,nightmares is a negative thing,0.763,Yes
335c4e8dde98002738f6bdc9abad6d32|B|c|3,What would happen if you are sleeping well?,nightmares,nightmares is not typically positive,0.7486,No
335c4e8dde98002738f6bdc9abad6d32|C|c|0,What would happen if you are sleeping well?,dreams,dreams is related to sleep,0.8512,Yes
335c4e8dde98002738f6bdc9abad6d32|C|c|1,What would happen if you are sleeping well?,dreams,dreams can not be found usually in a bed,0.6203,No
335c4e8dde98002738f6bdc9abad6d32|E|c|1,What would happen if you are sleeping well?,relaxation,relaxation can be found when you are peaceful,0.7032,Yes
56fd0fdaf28dd7e4153078524299971a|C|c|0,Where would you find children playing with a ball or swinging?,gymnasium,gymnasium can be used for sport,0.6747,Yes
56fd0fdaf28dd7e4153078524299971a|D|c|0,Where would you find children playing with a ball or swinging?,playground,playground can be used for children to play,0.8587,No
56fd0fdaf28dd7e4153078524299971a|D|c|1,Where would you find children playing with a ball or swinging?,playground,playground can be used for children's play,0.8421,Yes
56fd0fdaf28dd7e4153078524299971a|D|c|2,Where would you find children playing with a ball or swinging?,playground,playground can be used for playing,0.7863,No
56fd0fdaf28dd7e4153078524299971a|D|c|4,Where would you find children playing with a ball or swinging?,playground,playground is a place for playing or relaxing,0.7092,No
56fd0fdaf28dd7e4153078524299971a|E|c|0,Where would you find children playing with a ball or swinging?,park,park can be used for children to play,0.8807,No
56fd0fdaf28dd7e4153078524299971a|E|c|1,Where would you find children playing with a ball or swinging?,park,park is a place children play,0.8532,Yes
56fd0fdaf28dd7e4153078524299971a|E|c|2,Where would you find children playing with a ball or swinging?,park,park is a ground where child play,0.7923,No
51b8b3e16fc315111d371149a5f1d93f|A|c|0,Where would you use a computer while gaining knowledge?,apartment,apartment can be used for reading and studying,0.5413,No
51b8b3e16fc315111d371149a5f1d93f|E|c|0,Where would you use a computer while gaining knowledge?,school,school can be used for studying in,0.6824,No
51b8b3e16fc315111d371149a5f1d93f|E|c|1,Where would you use a computer while gaining knowledge?,school,school can be used for learning,0.6628,No
51b8b3e16fc315111d371149a5f1d93f|E|c|3,Where would you use a computer while gaining knowledge?,school,school can be used for formal learning,0.6444,No
51b8b3e16fc315111d371149a5f1d93f|E|c|4,Where would you use a computer while gaining knowledge?,school,school can be used for reading and studying,0.6392,No
a128d5b71ff7e8f3153381403cf9b01f|A|c|1,What is considered to be an outdated way to gain knowledge?,encyclopedia,encyclopedia is related to studying,0.5917,No
a128d5b71ff7e8f3153381403cf9b01f|A|c|2,What is considered to be an outdated way to gain knowledge?,encyclopedia,encyclopedia can be used for learning,0.5878,No
a128d5b71ff7e8f3153381403cf9b01f|B|c|1,What is considered to be an outdated way to gain knowledge?,television,television is not used for learning,0.6157,No
a128d5b71ff7e8f3153381403cf9b01f|B|c|3,What is considered to be an outdated way to gain knowledge?,television,television is not related to studying,0.5569,No
a128d5b71ff7e8f3153381403cf9b01f|C|c|0,What is considered to be an outdated way to gain knowledge?,head,head is not a place to study,0.5649,No
a128d5b71ff7e8f3153381403cf9b01f|E|c|1,What is considered to be an outdated way to gain knowledge?,book,book is related to studying,0.5527,No
a128d5b71ff7e8f3153381403cf9b01f|E|c|2,What is considered to be an outdated way to gain knowledge?,book,book can be used for studying,0.5503,No
1d1aec57217e2ce0ecf020f5911201b1|B|c|0,Where do you throw a pebble to watch a ripple?,aquarium,aquarium have (a) water,0.6332,No
1d1aec57217e2ce0ecf020f5911201b1|B|c|1,Where do you throw a pebble to watch a ripple?,aquarium,aquarium is a small body of water,0.5803,No
1d1aec57217e2ce0ecf020f5911201b1|C|c|0,Where do you throw a pebble to watch a ripple?,pond,pond have (a) water,0.6829,No
1d1aec57217e2ce0ecf020f5911201b1|C|c|1,Where do you throw a pebble to watch a ripple?,pond,pond is a small body of water,0.6653,No
1d1aec57217e2ce0ecf020f5911201b1|C|c|3,Where do you throw a pebble to watch a ripple?,pond,pond can be used for swimming,0.6372,No
1d1aec57217e2ce0ecf020f5911201b1|D|c|0,Where do you throw a pebble to watch a ripple?,lake,lake is made of water,0.5986,No
3c4726ed93e78b8c9ed9ff4ac444a62f|D|c|1,What could listening to music cause you to be?,entertainment,entertainment have (a) positive connotation,0.646,No
3c4726ed93e78b8c9ed9ff4ac444a62f|E|c|1,What could listening to music cause you to be?,relaxation,relaxation can be found when you are peaceful,0.6467,Yes
cf8d2ce54d3d0842f623fc987fc721f3|A|c|0,"When looking for a non perishable food in your house, you'll often go look in the?",stove,stove can be found in a house,0.6069,No
cf8d2ce54d3d0842f623fc987fc721f3|A|c|1,"When looking for a non perishable food in your house, you'll often go look in the?",stove,stove can be used for heating up things to eat,0.5894,No
cf8d2ce54d3d0842f623fc987fc721f3|A|c|2,"When looking for a non perishable food in your house, you'll often go look in the?",stove,stove can cook things,0.5564,No
cf8d2ce54d3d0842f623fc987fc721f3|A|c|3,"When looking for a non perishable food in your house, you'll often go look in the?",stove,stove is used for meals,0.5279,No
cf8d2ce54d3d0842f623fc987fc721f3|C|c|0,"When looking for a non perishable food in your house, you'll often go look in the?",plate,plate can be found in a house,0.5392,No
cf8d2ce54d3d0842f623fc987fc721f3|D|c|0,"When looking for a non perishable food in your house, you'll often go look in the?",jar,jar can be found in a kitchen,0.5001,No
cf8d2ce54d3d0842f623fc987fc721f3|E|c|0,"When looking for a non perishable food in your house, you'll often go look in the?",pantry,pantry can be found in a kitchen,0.7316,No
cf8d2ce54d3d0842f623fc987fc721f3|E|c|1,"When looking for a non perishable food in your house, you'll often go look in the?",pantry,pantry can be found in a house,0.7019,No
cf8d2ce54d3d0842f623fc987fc721f3|E|c|3,"When looking for a non perishable food in your house, you'll often go look in the?",pantry,pantry have (a) store edible items,0.6118,No
cf8d2ce54d3d0842f623fc987fc721f3|E|c|4,"When looking for a non perishable food in your house, you'll often go look in the?",pantry,pantry can be used for storing things in,0.5961,No
30746e60f59e7c36b60a87ec2a3a0494|B|c|0,Where could you find a library that people of any age can visit?,school,school can be used for reading books,0.6351,No
30746e60f59e7c36b60a87ec2a3a0494|B|c|1,Where could you find a library that people of any age can visit?,school,school can be used for reading and studying,0.6006,No
30746e60f59e7c36b60a87ec2a3a0494|B|c|2,Where could you find a library that people of any age can visit?,school,school can be used for learning,0.5616,No
30746e60f59e7c36b60a87ec2a3a0494|B|c|3,Where could you find a library that people of any age can visit?,school,school can be used for education,0.54,No
30746e60f59e7c36b60a87ec2a3a0494|C|c|0,Where could you find a library that people of any age can visit?,college,college can be used for studying in,0.6029,No
30746e60f59e7c36b60a87ec2a3a0494|C|c|1,Where could you find a library that people of any age can visit?,college,college is a place of learning,0.5436,No
30746e60f59e7c36b60a87ec2a3a0494|C|c|4,Where could you find a library that people of any age can visit?,college,college is a place of formal education,0.5011,No
1e78c1a2909df1576ae53ac9c9591e8e|D|c|2,Where might someone find a very nice flat?,town,town have (a) properties of any kind,0.5035,Yes
80aee2e8ca04c2756f3d641b56b86e8e|B|c|3,What geological feature is made mostly of rock?,ground,ground is not a stone,0.5608,No
80aee2e8ca04c2756f3d641b56b86e8e|C|c|1,What geological feature is made mostly of rock?,street,street is not a stone,0.597,No
0bfa6a451308d4426c23eea1ad1d4394|A|c|0,Where would you be unable to read a newspaper?,porch,porch can not be used for reading,0.5761,No
0bfa6a451308d4426c23eea1ad1d4394|A|c|2,Where would you be unable to read a newspaper?,porch,porch can not be used for studying in,0.5164,No
0bfa6a451308d4426c23eea1ad1d4394|C|c|0,Where would you be unable to read a newspaper?,jail,jail can not be used for studying in,0.5525,No
0bfa6a451308d4426c23eea1ad1d4394|C|c|1,Where would you be unable to read a newspaper?,jail,jail can not be used for eating or drinking,0.5019,No
9a52293c9ae2a7c40b76d9ad42f979dc|A|c|0,Where would you look for lasagna after it has been cooked?,plate,plate can be used for dinner,0.5255,No
9a52293c9ae2a7c40b76d9ad42f979dc|A|c|1,Where would you look for lasagna after it has been cooked?,plate,plate can be used for serving dinner,0.5151,No
9a52293c9ae2a7c40b76d9ad42f979dc|D|c|0,Where would you look for lasagna after it has been cooked?,plate,plate can be used for dinner,0.5255,No
9a52293c9ae2a7c40b76d9ad42f979dc|D|c|1,Where would you look for lasagna after it has been cooked?,plate,plate can be used for serving dinner,0.5151,No
19e41dce8928248a51c75df2bb6fa070|C|c|3,There are lights for safety at what performance?,concert,concert can be used for live performances,0.5287,No
19e41dce8928248a51c75df2bb6fa070|D|c|1,There are lights for safety at what performance?,carnival,carnival can be performed,0.6466,No
f75657770d771b6459edb3fff8b0a0a0|C|c|0,Where can someone get information in audio?,television,television can make sounds,0.7682,No
f75657770d771b6459edb3fff8b0a0a0|C|c|3,Where can someone get information in audio?,television,television is a part media,0.7519,No
f75657770d771b6459edb3fff8b0a0a0|E|c|0,Where can someone get information in audio?,newspaper,newspaper can be used for news,0.6056,No
f75657770d771b6459edb3fff8b0a0a0|E|c|1,Where can someone get information in audio?,newspaper,newspaper is a part media,0.5678,No
4a038540c439a347ad60b361c1cf1e62|D|c|2,Where are you when an employee brings you cooked potatoes?,restaurant,restaurant is related to eating,0.6148,No
4a038540c439a347ad60b361c1cf1e62|D|c|3,Where are you when an employee brings you cooked potatoes?,restaurant,restaurant is a business that serves food,0.5985,Yes
4a038540c439a347ad60b361c1cf1e62|D|c|4,Where are you when an employee brings you cooked potatoes?,restaurant,restaurant is a type of business,0.5842,No
4a038540c439a347ad60b361c1cf1e62|E|c|0,Where are you when an employee brings you cooked potatoes?,plate,plate is a something you eat off,0.583,No
4a038540c439a347ad60b361c1cf1e62|E|c|1,Where are you when an employee brings you cooked potatoes?,plate,plate can be used for serving dinner,0.581,No
4a038540c439a347ad60b361c1cf1e62|E|c|2,Where are you when an employee brings you cooked potatoes?,plate,plate can be used for dinner,0.5804,No
4a038540c439a347ad60b361c1cf1e62|E|c|3,Where are you when an employee brings you cooked potatoes?,plate,plate can be used for eating food off,0.5524,No
4a038540c439a347ad60b361c1cf1e62|E|c|4,Where are you when an employee brings you cooked potatoes?,plate,plate is used for meals,0.5487,No
83e2eb00770a428df90ee7b9f79f5513|A|c|1,Where would you put a computer other than a desk?,apartment,apartment can be used for storage,0.5338,No
83e2eb00770a428df90ee7b9f79f5513|A|c|4,Where would you put a computer other than a desk?,apartment,apartment can be used for reading and studying,0.5171,No
83e2eb00770a428df90ee7b9f79f5513|B|c|1,Where would you put a computer other than a desk?,table,table can be used for storing items,0.5941,No
83e2eb00770a428df90ee7b9f79f5513|B|c|2,Where would you put a computer other than a desk?,table,table can be used for storage,0.5897,No
83e2eb00770a428df90ee7b9f79f5513|D|c|1,Where would you put a computer other than a desk?,office,office can be used for work,0.6536,No
9a356ff463c042d04ba45bfd627bac20|B|c|1,Where is known to be a wealth of information?,internet,internet can be used for news,0.7517,No
9a356ff463c042d04ba45bfd627bac20|D|c|0,Where is known to be a wealth of information?,library,library can be used for reading and studying,0.8091,No
9a356ff463c042d04ba45bfd627bac20|D|c|3,Where is known to be a wealth of information?,library,library is related to studying,0.7945,No
9a356ff463c042d04ba45bfd627bac20|E|c|1,Where is known to be a wealth of information?,book,book can be used for studying,0.6593,No
9a356ff463c042d04ba45bfd627bac20|E|c|2,Where is known to be a wealth of information?,book,book is related to studying,0.6545,No
b54ada66254c18752e550ff53aac0e86|A|c|0,What doorway is likely to have a large wooden door?,home,home have (a) door,0.7573,No
09bb8dacae870500aa86304b9612d085|A|c|0,What could you make with your voice?,silence,silence does not have (a) sound,0.6668,No
09bb8dacae870500aa86304b9612d085|D|c|0,What could you make with your voice?,radio,radio can make sounds,0.6667,No
09bb8dacae870500aa86304b9612d085|D|c|1,What could you make with your voice?,radio,radio is used to hear sounds,0.629,No
09bb8dacae870500aa86304b9612d085|E|c|0,What could you make with your voice?,telephone,telephone can be used for communication,0.709,No
8317ea66220b69f9ae472fbae9cb65dd|A|c|2,Danny sealed the small box and put it somewhere cozy and out of the way but easily accessible. Where might he put it?,cellar,cellar can be used for storage,0.5849,No
8317ea66220b69f9ae472fbae9cb65dd|D|c|0,Danny sealed the small box and put it somewhere cozy and out of the way but easily accessible. Where might he put it?,closet,closet can be used for storage,0.6023,No
8317ea66220b69f9ae472fbae9cb65dd|D|c|2,Danny sealed the small box and put it somewhere cozy and out of the way but easily accessible. Where might he put it?,closet,closet is used for storage,0.5982,No
8317ea66220b69f9ae472fbae9cb65dd|D|c|3,Danny sealed the small box and put it somewhere cozy and out of the way but easily accessible. Where might he put it?,closet,closet can be used for storing things,0.5797,No
8317ea66220b69f9ae472fbae9cb65dd|D|c|4,Danny sealed the small box and put it somewhere cozy and out of the way but easily accessible. Where might he put it?,closet,closet can be used for storing things in,0.5776,No
19c17dfeceb5941c70f755439a0314f4|E|c|0,Where do airplanes usually go?,sky,sky can be found above the ground,0.5434,No
e5f182f1998f87bee56915c36fba2718|A|c|0,Where would you find a container full of rice?,refrigerator,refrigerator have (a) store edible items,0.6902,No
e5f182f1998f87bee56915c36fba2718|A|c|1,Where would you find a container full of rice?,refrigerator,refrigerator can be used for storing food,0.6832,No
e5f182f1998f87bee56915c36fba2718|A|c|2,Where would you find a container full of rice?,refrigerator,refrigerator can store things,0.6783,No
e5f182f1998f87bee56915c36fba2718|A|c|3,Where would you find a container full of rice?,refrigerator,refrigerator can be used for eating or drinking,0.6638,No
e5f182f1998f87bee56915c36fba2718|B|c|0,Where would you find a container full of rice?,pantry,pantry can be used for food,0.6512,No
e5f182f1998f87bee56915c36fba2718|B|c|1,Where would you find a container full of rice?,pantry,pantry have (a) store edible items,0.6431,No
e5f182f1998f87bee56915c36fba2718|C|c|0,Where would you find a container full of rice?,pot,pot have (a) connection to food,0.6282,No
6f317f72c13941ce567b23fe988942e0|A|c|0,Where do most people keep utensils?,backpack,backpack can be used for packing things inside,0.6894,No
6f317f72c13941ce567b23fe988942e0|A|c|1,Where do most people keep utensils?,backpack,backpack can be used for storage,0.6821,No
6f317f72c13941ce567b23fe988942e0|B|c|1,Where do most people keep utensils?,cupboard,cupboard is a place to store items,0.6949,No
6f317f72c13941ce567b23fe988942e0|B|c|3,Where do most people keep utensils?,cupboard,cupboard can be used for storage,0.6826,No
6f317f72c13941ce567b23fe988942e0|C|c|0,Where do most people keep utensils?,plate,plate can be used for eating food off,0.6667,No
6f317f72c13941ce567b23fe988942e0|D|c|0,Where do most people keep utensils?,drawer,drawer can be used for keeping things inside,0.6781,No
6f317f72c13941ce567b23fe988942e0|D|c|1,Where do most people keep utensils?,drawer,drawer can be used for storage,0.6631,No
6f317f72c13941ce567b23fe988942e0|D|c|3,Where do most people keep utensils?,drawer,drawer is a store items,0.641,No
1c9c74b9f47e40bb25f317dc965df2d3|A|c|0,Where might I hear and see information on current events?,internet,internet can be used for news,0.7628,No
1c9c74b9f47e40bb25f317dc965df2d3|B|c|0,Where might I hear and see information on current events?,television,television can be used for news,0.8054,No
1c9c74b9f47e40bb25f317dc965df2d3|B|c|1,Where might I hear and see information on current events?,television,television is a part media,0.7543,No
1c9c74b9f47e40bb25f317dc965df2d3|B|c|4,Where might I hear and see information on current events?,television,television can be used for broadcasting visual images,0.6568,No
1c9c74b9f47e40bb25f317dc965df2d3|C|c|0,Where might I hear and see information on current events?,newspaper,newspaper can be used for news,0.7442,No
1c9c74b9f47e40bb25f317dc965df2d3|C|c|1,Where might I hear and see information on current events?,newspaper,newspaper is a part media,0.6828,No
1c9c74b9f47e40bb25f317dc965df2d3|C|c|2,Where might I hear and see information on current events?,newspaper,newspaper is a publication,0.6158,No
1c9c74b9f47e40bb25f317dc965df2d3|C|c|3,Where might I hear and see information on current events?,newspaper,newspaper is part of (a) publication,0.5925,No
1c9c74b9f47e40bb25f317dc965df2d3|E|c|0,Where might I hear and see information on current events?,radio,radio can be used for news,0.7807,No
