ID,question,concept,candidate_statement,SimCSE_score,relevant,correct
a128d5b71ff7e8f3153381403cf9b01f|C|c|0,What is considered to be an outdated way to gain knowledge?,head,head is not a place to study,0.5649,Yes,Yes
a128d5b71ff7e8f3153381403cf9b01f|D|c|0,What is considered to be an outdated way to gain knowledge?,library,library is not a place of learning,0.7151,Yes,No
a128d5b71ff7e8f3153381403cf9b01f|D|c|1,What is considered to be an outdated way to gain knowledge?,library,library is not material,0.6800,No,Yes
a128d5b71ff7e8f3153381403cf9b01f|D|c|2,What is considered to be an outdated way to gain knowledge?,library,library is not a solid item,0.6795,No,Yes
a128d5b71ff7e8f3153381403cf9b01f|D|c|3,What is considered to be an outdated way to gain knowledge?,library,library is not made of technology,0.6643,No,Yes
a128d5b71ff7e8f3153381403cf9b01f|D|c|4,What is considered to be an outdated way to gain knowledge?,library,library is not made of meet,0.6401,No,Yes
a128d5b71ff7e8f3153381403cf9b01f|E|c|0,What is considered to be an outdated way to gain knowledge?,book,book is not made of technology,0.6069,No,Yes
a128d5b71ff7e8f3153381403cf9b01f|E|c|1,What is considered to be an outdated way to gain knowledge?,book,book is related to studying,0.5527,Yes,Yes
a128d5b71ff7e8f3153381403cf9b01f|E|c|2,What is considered to be an outdated way to gain knowledge?,book,book can be used for studying,0.5503,Yes,Yes
a128d5b71ff7e8f3153381403cf9b01f|E|c|3,What is considered to be an outdated way to gain knowledge?,book,book is not a place,0.5384,No,Yes
a128d5b71ff7e8f3153381403cf9b01f|E|c|4,What is considered to be an outdated way to gain knowledge?,book,book is not a meal,0.5291,No,Yes
1d1aec57217e2ce0ecf020f5911201b1|B|c|0,Where do you throw a pebble to watch a ripple?,aquarium,aquarium have (a) water,0.6332,Yes,Yes
1d1aec57217e2ce0ecf020f5911201b1|B|c|1,Where do you throw a pebble to watch a ripple?,aquarium,aquarium is a small body of water,0.5803,Yes,Yes
1d1aec57217e2ce0ecf020f5911201b1|B|c|2,Where do you throw a pebble to watch a ripple?,aquarium,aquarium is a somewhere animals swim,0.5563,No,Yes
1d1aec57217e2ce0ecf020f5911201b1|B|c|3,Where do you throw a pebble to watch a ripple?,aquarium,aquarium is human made,0.5507,No,Yes
1d1aec57217e2ce0ecf020f5911201b1|B|c|4,Where do you throw a pebble to watch a ripple?,aquarium,aquarium is a man made,0.5085,No,Yes
1d1aec57217e2ce0ecf020f5911201b1|C|c|0,Where do you throw a pebble to watch a ripple?,pond,pond have (a) water,0.6829,Yes,Yes
1d1aec57217e2ce0ecf020f5911201b1|C|c|1,Where do you throw a pebble to watch a ripple?,pond,pond is a small body of water,0.6653,Yes,Yes
1d1aec57217e2ce0ecf020f5911201b1|C|c|2,Where do you throw a pebble to watch a ripple?,pond,pond can be man made,0.6446,No,Yes
1d1aec57217e2ce0ecf020f5911201b1|C|c|3,Where do you throw a pebble to watch a ripple?,pond,pond can be used for swimming,0.6372,Yes,Yes
1d1aec57217e2ce0ecf020f5911201b1|C|c|4,Where do you throw a pebble to watch a ripple?,pond,pond can be found outside,0.6306,No,Yes
1d1aec57217e2ce0ecf020f5911201b1|D|c|0,Where do you throw a pebble to watch a ripple?,lake,lake is made of water,0.5986,Yes,Yes
1d1aec57217e2ce0ecf020f5911201b1|D|c|1,Where do you throw a pebble to watch a ripple?,lake,lake is a natural thing,0.5664,No,Yes
1d1aec57217e2ce0ecf020f5911201b1|D|c|2,Where do you throw a pebble to watch a ripple?,lake,lake is a place,0.5464,No,Yes
1d1aec57217e2ce0ecf020f5911201b1|E|c|0,Where do you throw a pebble to watch a ripple?,playground,playground can be used for playing,0.5591,No,Yes
1d1aec57217e2ce0ecf020f5911201b1|E|c|1,Where do you throw a pebble to watch a ripple?,playground,playground can be found outside,0.5203,No,Yes
1d1aec57217e2ce0ecf020f5911201b1|E|c|2,Where do you throw a pebble to watch a ripple?,playground,playground can be used for children's play,0.5148,No,Yes
1d1aec57217e2ce0ecf020f5911201b1|E|c|3,Where do you throw a pebble to watch a ripple?,playground,playground can be used for recreation/leisure,0.5147,No,Yes
1d1aec57217e2ce0ecf020f5911201b1|E|c|4,Where do you throw a pebble to watch a ripple?,playground,playground can be man made,0.5115,No,Yes
5342af00ba857ff36e2ec7833d263582|B|c|0,What could you put your foot under?,desk,desk have (a) legs,0.5221,No,Yes
5342af00ba857ff36e2ec7833d263582|C|c|0,What could you put your foot under?,table,table have (a) legs,0.6301,No,Yes
5342af00ba857ff36e2ec7833d263582|C|c|1,What could you put your foot under?,table,table can be used for sitting on,0.6203,No,Yes
5342af00ba857ff36e2ec7833d263582|C|c|2,What could you put your foot under?,table,table can be used for furniture,0.6077,No,Yes
5342af00ba857ff36e2ec7833d263582|C|c|3,What could you put your foot under?,table,table is a physical item,0.5997,No,Yes
5342af00ba857ff36e2ec7833d263582|C|c|4,What could you put your foot under?,table,table is a place or location,0.5994,No,Yes
5342af00ba857ff36e2ec7833d263582|D|c|0,What could you put your foot under?,shoe,shoe is something you can carry,0.6669,No,Yes
5342af00ba857ff36e2ec7833d263582|D|c|1,What could you put your foot under?,shoe,shoe can be found inside a house,0.5184,No,Yes
5342af00ba857ff36e2ec7833d263582|E|c|0,What could you put your foot under?,bar,bar can be entered,0.5198,No,Yes
5342af00ba857ff36e2ec7833d263582|E|c|1,What could you put your foot under?,bar,bar is not made of metal,0.5154,No,Yes
3c4726ed93e78b8c9ed9ff4ac444a62f|D|c|0,What could listening to music cause you to be?,entertainment,entertainment is an action,0.6479,No,Yes
3c4726ed93e78b8c9ed9ff4ac444a62f|D|c|1,What could listening to music cause you to be?,entertainment,entertainment have (a) positive connotation,0.6460,Yes,Yes
3c4726ed93e78b8c9ed9ff4ac444a62f|D|c|2,What could listening to music cause you to be?,entertainment,entertainment is a mode of transport,0.5823,No,Yes
3c4726ed93e78b8c9ed9ff4ac444a62f|D|c|3,What could listening to music cause you to be?,entertainment,entertainment is not a n emotion,0.5444,No,Yes
3c4726ed93e78b8c9ed9ff4ac444a62f|E|c|0,What could listening to music cause you to be?,relaxation,relaxation is a mental state,0.6473,No,Yes
3c4726ed93e78b8c9ed9ff4ac444a62f|E|c|1,What could listening to music cause you to be?,relaxation,relaxation can be found when you are peaceful,0.6467,Yes,Yes
3c4726ed93e78b8c9ed9ff4ac444a62f|E|c|2,What could listening to music cause you to be?,relaxation,relaxation is a physical state,0.5728,No,Yes
3c4726ed93e78b8c9ed9ff4ac444a62f|E|c|3,What could listening to music cause you to be?,relaxation,relaxation is a form of communication,0.5519,No,Yes
cf8d2ce54d3d0842f623fc987fc721f3|A|c|0,"When looking for a non perishable food in your house, you'll often go look in the?",stove,stove can be found in a house,0.6069,Yes,Yes
cf8d2ce54d3d0842f623fc987fc721f3|A|c|1,"When looking for a non perishable food in your house, you'll often go look in the?",stove,stove can be used for heating up things to eat,0.5894,Yes,Yes
cf8d2ce54d3d0842f623fc987fc721f3|A|c|2,"When looking for a non perishable food in your house, you'll often go look in the?",stove,stove can cook things,0.5564,Yes,Yes
cf8d2ce54d3d0842f623fc987fc721f3|A|c|3,"When looking for a non perishable food in your house, you'll often go look in the?",stove,stove is used for meals,0.5279,Yes,Yes
cf8d2ce54d3d0842f623fc987fc721f3|C|c|0,"When looking for a non perishable food in your house, you'll often go look in the?",plate,plate can be found in a house,0.5392,Yes,Yes
cf8d2ce54d3d0842f623fc987fc721f3|D|c|0,"When looking for a non perishable food in your house, you'll often go look in the?",jar,jar can be found in a kitchen,0.5001,Yes,Yes
cf8d2ce54d3d0842f623fc987fc721f3|E|c|0,"When looking for a non perishable food in your house, you'll often go look in the?",pantry,pantry can be found in a kitchen,0.7316,Yes,Yes
cf8d2ce54d3d0842f623fc987fc721f3|E|c|1,"When looking for a non perishable food in your house, you'll often go look in the?",pantry,pantry can be found in a house,0.7019,Yes,Yes
cf8d2ce54d3d0842f623fc987fc721f3|E|c|2,"When looking for a non perishable food in your house, you'll often go look in the?",pantry,pantry is a type of room in houses,0.6379,No,Yes
cf8d2ce54d3d0842f623fc987fc721f3|E|c|3,"When looking for a non perishable food in your house, you'll often go look in the?",pantry,pantry have (a) store edible items,0.6118,Yes,Yes
cf8d2ce54d3d0842f623fc987fc721f3|E|c|4,"When looking for a non perishable food in your house, you'll often go look in the?",pantry,pantry can be used for storing things in,0.5961,Yes,Yes
30746e60f59e7c36b60a87ec2a3a0494|B|c|0,Where could you find a library that people of any age can visit?,school,school can be used for reading books,0.6351,Yes,Yes
30746e60f59e7c36b60a87ec2a3a0494|B|c|1,Where could you find a library that people of any age can visit?,school,school can be used for reading and studying,0.6006,Yes,Yes
30746e60f59e7c36b60a87ec2a3a0494|B|c|2,Where could you find a library that people of any age can visit?,school,school can be used for learning,0.5616,Yes,Yes
30746e60f59e7c36b60a87ec2a3a0494|B|c|3,Where could you find a library that people of any age can visit?,school,school can be used for education,0.5400,Yes,Yes
30746e60f59e7c36b60a87ec2a3a0494|B|c|4,Where could you find a library that people of any age can visit?,school,school is a place or location to visit,0.5344,No,Yes
30746e60f59e7c36b60a87ec2a3a0494|C|c|0,Where could you find a library that people of any age can visit?,college,college can be used for studying in,0.6029,Yes,Yes
30746e60f59e7c36b60a87ec2a3a0494|C|c|1,Where could you find a library that people of any age can visit?,college,college is a place of learning,0.5436,Yes,Yes
30746e60f59e7c36b60a87ec2a3a0494|C|c|2,Where could you find a library that people of any age can visit?,college,college can have people  inside,0.5369,No,Yes
30746e60f59e7c36b60a87ec2a3a0494|C|c|3,Where could you find a library that people of any age can visit?,college,college is a building,0.5072,No,Yes
30746e60f59e7c36b60a87ec2a3a0494|C|c|4,Where could you find a library that people of any age can visit?,college,college is a place of formal education,0.5011,Yes,Yes
1e78c1a2909df1576ae53ac9c9591e8e|A|c|0,Where might someone find a very nice flat?,city,city is a place where you can live,0.6182,No,Yes
1e78c1a2909df1576ae53ac9c9591e8e|A|c|1,Where might someone find a very nice flat?,city,city can place,0.5726,No,Yes
1e78c1a2909df1576ae53ac9c9591e8e|A|c|2,Where might someone find a very nice flat?,city,city is a place,0.5113,No,Yes
1e78c1a2909df1576ae53ac9c9591e8e|B|c|0,Where might someone find a very nice flat?,shoes,shoes is a something you can own,0.6903,No,Yes
1e78c1a2909df1576ae53ac9c9591e8e|B|c|1,Where might someone find a very nice flat?,shoes,shoes can be found inside a house,0.5406,No,Yes
1e78c1a2909df1576ae53ac9c9591e8e|D|c|0,Where might someone find a very nice flat?,town,town can be used for living inside of,0.6288,No,Yes
1e78c1a2909df1576ae53ac9c9591e8e|D|c|1,Where might someone find a very nice flat?,town,town is a place where you can live,0.5818,No,Yes
1e78c1a2909df1576ae53ac9c9591e8e|D|c|2,Where might someone find a very nice flat?,town,town have (a) properties of any kind,0.5035,Yes,Yes
80aee2e8ca04c2756f3d641b56b86e8e|A|c|0,What geological feature is made mostly of rock?,countryside,countryside is part of (a) natural landscape,0.7398,No,Yes
80aee2e8ca04c2756f3d641b56b86e8e|A|c|1,What geological feature is made mostly of rock?,countryside,countryside is part of (a) nature,0.7219,No,Yes
80aee2e8ca04c2756f3d641b56b86e8e|A|c|2,What geological feature is made mostly of rock?,countryside,countryside can be found outside,0.7063,No,Yes
80aee2e8ca04c2756f3d641b56b86e8e|A|c|3,What geological feature is made mostly of rock?,countryside,countryside is a location,0.7016,No,Yes
80aee2e8ca04c2756f3d641b56b86e8e|A|c|4,What geological feature is made mostly of rock?,countryside,countryside have (a) outdoor scenery,0.7006,No,Yes
80aee2e8ca04c2756f3d641b56b86e8e|B|c|0,What geological feature is made mostly of rock?,ground,ground is a natural or man made,0.6790,No,Yes
80aee2e8ca04c2756f3d641b56b86e8e|B|c|1,What geological feature is made mostly of rock?,ground,ground can be found outside,0.5859,No,Yes
80aee2e8ca04c2756f3d641b56b86e8e|B|c|2,What geological feature is made mostly of rock?,ground,ground is made of organic brown matter,0.5699,Yes,No
80aee2e8ca04c2756f3d641b56b86e8e|B|c|3,What geological feature is made mostly of rock?,ground,ground is not a stone,0.5608,Yes,Yes
80aee2e8ca04c2756f3d641b56b86e8e|B|c|4,What geological feature is made mostly of rock?,ground,ground is not man made,0.5457,No,Yes
80aee2e8ca04c2756f3d641b56b86e8e|C|c|0,What geological feature is made mostly of rock?,street,street is a natural or man made,0.6579,No,Yes
80aee2e8ca04c2756f3d641b56b86e8e|C|c|1,What geological feature is made mostly of rock?,street,street is not a stone,0.5970,Yes,Yes
80aee2e8ca04c2756f3d641b56b86e8e|C|c|2,What geological feature is made mostly of rock?,street,street can be found outside,0.5943,No,Yes
80aee2e8ca04c2756f3d641b56b86e8e|C|c|3,What geological feature is made mostly of rock?,street,street is a type of land,0.5889,No,Yes
80aee2e8ca04c2756f3d641b56b86e8e|C|c|4,What geological feature is made mostly of rock?,street,street have (a) sidewalks,0.5868,No,Yes
80aee2e8ca04c2756f3d641b56b86e8e|E|c|0,What geological feature is made mostly of rock?,bridge,bridge is human made,0.6530,No,Yes
80aee2e8ca04c2756f3d641b56b86e8e|E|c|1,What geological feature is made mostly of rock?,bridge,bridge is a man made,0.6527,No,Yes
80aee2e8ca04c2756f3d641b56b86e8e|E|c|2,What geological feature is made mostly of rock?,bridge,bridge can be used for link between places,0.6378,No,Yes
80aee2e8ca04c2756f3d641b56b86e8e|E|c|3,What geological feature is made mostly of rock?,bridge,bridge can be walked on,0.6313,No,Yes
80aee2e8ca04c2756f3d641b56b86e8e|E|c|4,What geological feature is made mostly of rock?,bridge,bridge can be used for driving on or over,0.6026,No,Yes
0bfa6a451308d4426c23eea1ad1d4394|A|c|0,Where would you be unable to read a newspaper?,porch,porch can not be used for reading,0.5761,Yes,Yes
0bfa6a451308d4426c23eea1ad1d4394|A|c|1,Where would you be unable to read a newspaper?,porch,porch can not be easily carried,0.5174,No,Yes
0bfa6a451308d4426c23eea1ad1d4394|A|c|2,Where would you be unable to read a newspaper?,porch,porch can not be used for studying in,0.5164,Yes,Yes
0bfa6a451308d4426c23eea1ad1d4394|B|c|0,Where would you be unable to read a newspaper?,school,school can not be eaten,0.5897,No,Yes
0bfa6a451308d4426c23eea1ad1d4394|B|c|1,Where would you be unable to read a newspaper?,school,school can not be performed,0.5848,No,Yes
0bfa6a451308d4426c23eea1ad1d4394|B|c|2,Where would you be unable to read a newspaper?,school,school can not be used for washing,0.5654,No,Yes
0bfa6a451308d4426c23eea1ad1d4394|B|c|3,Where would you be unable to read a newspaper?,school,school can not be used for recreation activity,0.5629,No,Yes
0bfa6a451308d4426c23eea1ad1d4394|B|c|4,Where would you be unable to read a newspaper?,school,school can not be used for sporting events,0.5469,No,No
0bfa6a451308d4426c23eea1ad1d4394|C|c|0,Where would you be unable to read a newspaper?,jail,jail can not be used for studying in,0.5525,Yes,Yes
0bfa6a451308d4426c23eea1ad1d4394|C|c|1,Where would you be unable to read a newspaper?,jail,jail can not be used for eating or drinking,0.5019,Yes,Yes
0bfa6a451308d4426c23eea1ad1d4394|C|c|2,Where would you be unable to read a newspaper?,jail,jail can not be closed,0.5017,No,No
0bfa6a451308d4426c23eea1ad1d4394|E|c|0,Where would you be unable to read a newspaper?,library,library can not be found in your home,0.6080,No,No
0bfa6a451308d4426c23eea1ad1d4394|E|c|1,Where would you be unable to read a newspaper?,library,library can not be used for washing,0.5415,No,Yes
0bfa6a451308d4426c23eea1ad1d4394|E|c|2,Where would you be unable to read a newspaper?,library,library can not be found inside someone's home,0.5317,No,No
0bfa6a451308d4426c23eea1ad1d4394|E|c|3,Where would you be unable to read a newspaper?,library,library can not have people physically inside it,0.5251,No,No
0bfa6a451308d4426c23eea1ad1d4394|E|c|4,Where would you be unable to read a newspaper?,library,library can not store,0.5147,No,No
9a52293c9ae2a7c40b76d9ad42f979dc|A|c|0,Where would you look for lasagna after it has been cooked?,plate,plate can be used for dinner,0.5255,Yes,Yes
9a52293c9ae2a7c40b76d9ad42f979dc|A|c|1,Where would you look for lasagna after it has been cooked?,plate,plate can be used for serving dinner,0.5151,Yes,Yes
9a52293c9ae2a7c40b76d9ad42f979dc|D|c|0,Where would you look for lasagna after it has been cooked?,plate,plate can be used for dinner,0.5255,Yes,Yes
9a52293c9ae2a7c40b76d9ad42f979dc|D|c|1,Where would you look for lasagna after it has been cooked?,plate,plate can be used for serving dinner,0.5151,Yes,Yes
19e41dce8928248a51c75df2bb6fa070|C|c|0,There are lights for safety at what performance?,concert,concert can have people physically in it,0.5551,No,Yes
19e41dce8928248a51c75df2bb6fa070|C|c|1,There are lights for safety at what performance?,concert,concert can have people  inside,0.5523,No,Yes
19e41dce8928248a51c75df2bb6fa070|C|c|2,There are lights for safety at what performance?,concert,concert is a  event,0.5302,No,Yes
19e41dce8928248a51c75df2bb6fa070|C|c|3,There are lights for safety at what performance?,concert,concert can be used for live performances,0.5287,Yes,Yes
19e41dce8928248a51c75df2bb6fa070|C|c|4,There are lights for safety at what performance?,concert,concert is a music related event,0.5237,No,Yes
19e41dce8928248a51c75df2bb6fa070|D|c|0,There are lights for safety at what performance?,carnival,carnival is a form of entertainment,0.6633,No,Yes
19e41dce8928248a51c75df2bb6fa070|D|c|1,There are lights for safety at what performance?,carnival,carnival can be performed,0.6466,Yes,Yes
19e41dce8928248a51c75df2bb6fa070|D|c|2,There are lights for safety at what performance?,carnival,carnival is a place or location,0.6142,No,Yes
19e41dce8928248a51c75df2bb6fa070|D|c|3,There are lights for safety at what performance?,carnival,carnival is a music related event,0.5575,No,Yes
19e41dce8928248a51c75df2bb6fa070|D|c|4,There are lights for safety at what performance?,carnival,carnival have (a) ticket box usually,0.5531,No,Yes
19e41dce8928248a51c75df2bb6fa070|E|c|0,There are lights for safety at what performance?,plane,plane can be used for flying,0.6202,No,Yes
19e41dce8928248a51c75df2bb6fa070|E|c|1,There are lights for safety at what performance?,plane,plane can be used for travel,0.5326,No,Yes
f75657770d771b6459edb3fff8b0a0a0|A|c|0,Where can someone get information in audio?,book,book can be used for reading,0.7052,No,Yes
f75657770d771b6459edb3fff8b0a0a0|A|c|1,Where can someone get information in audio?,book,book can be used for studying,0.6326,No,Yes
f75657770d771b6459edb3fff8b0a0a0|A|c|2,Where can someone get information in audio?,book,book can be found library,0.6127,No,Yes
f75657770d771b6459edb3fff8b0a0a0|A|c|3,Where can someone get information in audio?,book,book is related to studying,0.6016,No,Yes
f75657770d771b6459edb3fff8b0a0a0|A|c|4,Where can someone get information in audio?,book,book can be found on a shelf,0.5538,No,Yes
f75657770d771b6459edb3fff8b0a0a0|C|c|0,Where can someone get information in audio?,television,television can make sounds,0.7682,Yes,Yes
f75657770d771b6459edb3fff8b0a0a0|C|c|1,Where can someone get information in audio?,television,television can be used for broadcasting visual images,0.7619,No,Yes
f75657770d771b6459edb3fff8b0a0a0|C|c|2,Where can someone get information in audio?,television,television can be used for news,0.7565,No,Yes
f75657770d771b6459edb3fff8b0a0a0|C|c|3,Where can someone get information in audio?,television,television is a part media,0.7519,Yes,Yes
f75657770d771b6459edb3fff8b0a0a0|C|c|4,Where can someone get information in audio?,television,television is a electronic device,0.6752,No,Yes
f75657770d771b6459edb3fff8b0a0a0|D|c|0,Where can someone get information in audio?,meeting,meeting is a place people can meet,0.5035,No,Yes
f75657770d771b6459edb3fff8b0a0a0|E|c|0,Where can someone get information in audio?,newspaper,newspaper can be used for news,0.6056,Yes,Yes
f75657770d771b6459edb3fff8b0a0a0|E|c|1,Where can someone get information in audio?,newspaper,newspaper is a part media,0.5678,Yes,Yes
f75657770d771b6459edb3fff8b0a0a0|E|c|2,Where can someone get information in audio?,newspaper,newspaper is part of (a) publication,0.5040,No,Yes
4a038540c439a347ad60b361c1cf1e62|A|c|0,Where are you when an employee brings you cooked potatoes?,bathroom,bathroom can be used for cooking,0.5772,Yes,No
4a038540c439a347ad60b361c1cf1e62|A|c|1,Where are you when an employee brings you cooked potatoes?,bathroom,bathroom can be found mostly inside,0.5179,No,Yes
4a038540c439a347ad60b361c1cf1e62|A|c|2,Where are you when an employee brings you cooked potatoes?,bathroom,bathroom can be used for cleaning your body,0.5178,No,Yes
4a038540c439a347ad60b361c1cf1e62|A|c|3,Where are you when an employee brings you cooked potatoes?,bathroom,bathroom is somewhere to go,0.5172,No,Yes
4a038540c439a347ad60b361c1cf1e62|A|c|4,Where are you when an employee brings you cooked potatoes?,bathroom,bathroom is part of your  house,0.5097,No,Yes
4a038540c439a347ad60b361c1cf1e62|D|c|0,Where are you when an employee brings you cooked potatoes?,restaurant,restaurant is somewhere you can be employed,0.6577,No,Yes
4a038540c439a347ad60b361c1cf1e62|D|c|1,Where are you when an employee brings you cooked potatoes?,restaurant,restaurant is a place you can go,0.6180,No,Yes
4a038540c439a347ad60b361c1cf1e62|D|c|2,Where are you when an employee brings you cooked potatoes?,restaurant,restaurant is related to eating,0.6148,Yes,Yes
4a038540c439a347ad60b361c1cf1e62|D|c|3,Where are you when an employee brings you cooked potatoes?,restaurant,restaurant is a business that serves food,0.5985,Yes,Yes
4a038540c439a347ad60b361c1cf1e62|D|c|4,Where are you when an employee brings you cooked potatoes?,restaurant,restaurant is a type of business,0.5842,Yes,Yes
4a038540c439a347ad60b361c1cf1e62|E|c|0,Where are you when an employee brings you cooked potatoes?,plate,plate is a something you eat off,0.5830,Yes,Yes
4a038540c439a347ad60b361c1cf1e62|E|c|1,Where are you when an employee brings you cooked potatoes?,plate,plate can be used for serving dinner,0.5810,Yes,Yes
4a038540c439a347ad60b361c1cf1e62|E|c|2,Where are you when an employee brings you cooked potatoes?,plate,plate can be used for dinner,0.5804,Yes,Yes
4a038540c439a347ad60b361c1cf1e62|E|c|3,Where are you when an employee brings you cooked potatoes?,plate,plate can be used for eating food off,0.5524,Yes,Yes
4a038540c439a347ad60b361c1cf1e62|E|c|4,Where are you when an employee brings you cooked potatoes?,plate,plate is used for meals,0.5487,Yes,Yes
83e2eb00770a428df90ee7b9f79f5513|A|c|0,Where would you put a computer other than a desk?,apartment,apartment is a piece of furniture,0.5473,No,Yes
83e2eb00770a428df90ee7b9f79f5513|A|c|1,Where would you put a computer other than a desk?,apartment,apartment can be used for storage,0.5338,Yes,Yes
83e2eb00770a428df90ee7b9f79f5513|A|c|2,Where would you put a computer other than a desk?,apartment,apartment is a place or location,0.5305,No,Yes
83e2eb00770a428df90ee7b9f79f5513|A|c|3,Where would you put a computer other than a desk?,apartment,apartment is furniture,0.5217,No,Yes
83e2eb00770a428df90ee7b9f79f5513|A|c|4,Where would you put a computer other than a desk?,apartment,apartment can be used for reading and studying,0.5171,Yes,Yes
83e2eb00770a428df90ee7b9f79f5513|B|c|0,Where would you put a computer other than a desk?,table,table can be used for furniture,0.6157,No,Yes
83e2eb00770a428df90ee7b9f79f5513|B|c|1,Where would you put a computer other than a desk?,table,table can be used for storing items,0.5941,Yes,Yes
83e2eb00770a428df90ee7b9f79f5513|B|c|2,Where would you put a computer other than a desk?,table,table can be used for storage,0.5897,Yes,Yes
83e2eb00770a428df90ee7b9f79f5513|B|c|3,Where would you put a computer other than a desk?,table,table can be found in a home,0.5793,No,Yes
83e2eb00770a428df90ee7b9f79f5513|B|c|4,Where would you put a computer other than a desk?,table,table can be found inside a place of habitation,0.5764,No,Yes
83e2eb00770a428df90ee7b9f79f5513|C|c|0,Where would you put a computer other than a desk?,school,school can be found indoors,0.5452,No,Yes
83e2eb00770a428df90ee7b9f79f5513|C|c|1,Where would you put a computer other than a desk?,school,school can have someone inside it,0.5330,No,Yes
83e2eb00770a428df90ee7b9f79f5513|C|c|2,Where would you put a computer other than a desk?,school,school is a type of building,0.5121,No,Yes
83e2eb00770a428df90ee7b9f79f5513|C|c|3,Where would you put a computer other than a desk?,school,school is a place,0.5095,No,Yes
83e2eb00770a428df90ee7b9f79f5513|C|c|4,Where would you put a computer other than a desk?,school,school can be used for children to study,0.5042,No,Yes
83e2eb00770a428df90ee7b9f79f5513|D|c|0,Where would you put a computer other than a desk?,office,office is a piece of furniture,0.6557,No,Yes
83e2eb00770a428df90ee7b9f79f5513|D|c|1,Where would you put a computer other than a desk?,office,office can be used for work,0.6536,Yes,Yes
83e2eb00770a428df90ee7b9f79f5513|D|c|2,Where would you put a computer other than a desk?,office,office is a n electronic device,0.6457,No,Yes
83e2eb00770a428df90ee7b9f79f5513|D|c|3,Where would you put a computer other than a desk?,office,office can be used for writing,0.6297,No,Yes
83e2eb00770a428df90ee7b9f79f5513|D|c|4,Where would you put a computer other than a desk?,office,office is not a n item of furniture,0.6216,No,Yes
9a356ff463c042d04ba45bfd627bac20|A|c|0,Where is known to be a wealth of information?,park,park is a place you can visit,0.6012,No,Yes
9a356ff463c042d04ba45bfd627bac20|A|c|1,Where is known to be a wealth of information?,park,park is a place where you can visit,0.5876,No,Yes
9a356ff463c042d04ba45bfd627bac20|A|c|2,Where is known to be a wealth of information?,park,park is a place,0.5594,No,Yes
9a356ff463c042d04ba45bfd627bac20|A|c|3,Where is known to be a wealth of information?,park,park is a location,0.5570,No,Yes
9a356ff463c042d04ba45bfd627bac20|A|c|4,Where is known to be a wealth of information?,park,park have (a) properties of any kind,0.5562,Yes,No
9a356ff463c042d04ba45bfd627bac20|B|c|0,Where is known to be a wealth of information?,internet,internet is a gathering place,0.7808,No,Yes
9a356ff463c042d04ba45bfd627bac20|B|c|1,Where is known to be a wealth of information?,internet,internet can be used for news,0.7517,Yes,Yes
9a356ff463c042d04ba45bfd627bac20|B|c|2,Where is known to be a wealth of information?,internet,internet is made of technology,0.7410,No,Yes
9a356ff463c042d04ba45bfd627bac20|B|c|3,Where is known to be a wealth of information?,internet,internet can be used for reading,0.6908,No,Yes
9a356ff463c042d04ba45bfd627bac20|B|c|4,Where is known to be a wealth of information?,internet,internet is made of electronic/electrical parts,0.6477,No,Yes
9a356ff463c042d04ba45bfd627bac20|C|c|0,Where is known to be a wealth of information?,meeting,meeting is a gathering of people,0.5181,No,Yes
9a356ff463c042d04ba45bfd627bac20|C|c|1,Where is known to be a wealth of information?,meeting,meeting can be used for storage,0.5176,No,Yes
9a356ff463c042d04ba45bfd627bac20|C|c|2,Where is known to be a wealth of information?,meeting,meeting is a place people can meet,0.5046,No,Yes
9a356ff463c042d04ba45bfd627bac20|C|c|3,Where is known to be a wealth of information?,meeting,meeting is a group action,0.5019,No,Yes
9a356ff463c042d04ba45bfd627bac20|D|c|0,Where is known to be a wealth of information?,library,library can be used for reading and studying,0.8091,Yes,Yes
9a356ff463c042d04ba45bfd627bac20|D|c|1,Where is known to be a wealth of information?,library,library can be used for reading and borrowing reading materials,0.7963,No,Yes
9a356ff463c042d04ba45bfd627bac20|D|c|2,Where is known to be a wealth of information?,library,library is a place you can go,0.7953,No,Yes
9a356ff463c042d04ba45bfd627bac20|D|c|3,Where is known to be a wealth of information?,library,library is related to studying,0.7945,Yes,Yes
9a356ff463c042d04ba45bfd627bac20|D|c|4,Where is known to be a wealth of information?,library,library can be used for reading,0.7908,No,Yes
9a356ff463c042d04ba45bfd627bac20|E|c|0,Where is known to be a wealth of information?,book,book can be used for reading,0.6852,No,Yes
9a356ff463c042d04ba45bfd627bac20|E|c|1,Where is known to be a wealth of information?,book,book can be used for studying,0.6593,Yes,Yes
9a356ff463c042d04ba45bfd627bac20|E|c|2,Where is known to be a wealth of information?,book,book is related to studying,0.6545,Yes,Yes
9a356ff463c042d04ba45bfd627bac20|E|c|3,Where is known to be a wealth of information?,book,book can be found library,0.6461,No,Yes
9a356ff463c042d04ba45bfd627bac20|E|c|4,Where is known to be a wealth of information?,book,book can be found on a shelf,0.6433,No,Yes
b54ada66254c18752e550ff53aac0e86|A|c|0,What doorway is likely to have a large wooden door?,home,home have (a) door,0.7573,Yes,Yes
b54ada66254c18752e550ff53aac0e86|A|c|1,What doorway is likely to have a large wooden door?,home,home is able to be entered,0.6063,No,Yes
